Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Taliyah,12,54.50%,9,3,3,2,1,66.70%,2.33,1.33,5.33,5.75,288,10.07,12.6,439,-,-,88.50%,26.90%,23.60%,
Xayah,12,54.50%,11,1,1,1,0,100.00%,1,0,3,4,271,9.6,11.6,410,-,-,40.00%,10.00%,21.40%,
Alistar,10,45.50%,7,3,3,1,2,33%,0,3,8.33,2.78,46.33,1.35,7.8,229,-,-,71.40%,0.00%,13.20%,
Sejuani,9,40.90%,-,9,6,2,7,22.20%,1.11,2.78,5.44,2.36,162.56,4.96,10,304,-,-,80.80%,13.70%,18%,
Cassiopeia,9,40.90%,4,5,2,5,0,100.00%,4.2,0.4,6.8,27.5,262.8,9.51,12.4,449,-,-,64.70%,24.70%,22%,
Varus,9,40.90%,4,5,4,2,3,40%,2.6,2.2,2.6,2.36,318.8,9.93,13.2,412,-,-,65.00%,32.50%,23.30%,
Orianna,8,36.40%,1,7,3,2,5,29%,2,1.43,4,4.2,381.71,9.16,15.6,374,-,-,75.00%,25.00%,22.60%,
Gnar,8,36.40%,1,7,4,1,6,14%,1.29,2.14,3.71,2.33,312.86,8.65,13,359,-,-,70.00%,18.00%,22.10%,
Ashe,8,36.40%,2,6,3,3,3,50.00%,3.5,1.67,5.33,5.3,295,9.63,12.9,423,-,-,67.10%,26.60%,23.30%,
Ezreal,7,31.80%,2,5,3,1,4,20%,3,1,3,6,402.4,9.74,17.5,424,-,-,75.00%,37.50%,25.40%,
Shen,5,23%,2,3,3,1,2,33%,1.33,2.67,6,2.75,236.67,8.44,10.4,371,-,-,81.50%,14.80%,21.60%,
Rakan,5,23%,4,1,1,1,0,100%,0,2,7,3.5,18,0.64,7.5,266,-,-,70.00%,0.00%,13.90%,
Nami,4,18%,-,4,2,3,1,75.00%,0.25,2.25,6,2.78,9.75,0.33,7.3,245,-,-,59.50%,2.40%,13%,
Syndra,4,18.20%,1,3,2,1,2,33%,1.33,0.67,2.67,6,340.67,10.77,12.8,405,-,-,67%,22%,23.90%,
Kog'Maw,4,18.20%,2,2,2,1,1,50.00%,3.5,3.5,5,2.43,314,8.92,13.9,396,-,-,89.50%,37%,23.30%,
Zac,4,18.20%,2,2,2,1,1,50.00%,1,2,4.5,2.75,165,5.55,9.5,320,-,-,61.10%,11.10%,18.10%,
Janna,4,18.20%,4,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Galio,3,13.60%,1,2,1,2,0,100.00%,2.5,1,9,11.5,448,7.83,20.5,358,-,-,79%,17%,21.00%,
Singed,2,9.10%,-,2,1,2,0,100%,2.5,1.5,7.5,6.67,259,8.4,12,391,-,-,90.90%,23%,21.10%,
Kalista,2,9.10%,-,2,1,1,1,50%,1,2.5,2.5,1.4,265.5,9.2,10.9,378,-,-,35.00%,10.00%,20.90%,
Tristana,2,9.10%,-,2,2,1,1,50%,3,1,4,7,260.5,9.38,11.7,422,-,-,77.80%,33.30%,23.80%,
Karma,2,9.10%,-,2,2,0,2,0.00%,0.5,1,2,2.5,161,4.99,9.2,284,-,-,71.40%,14.30%,18.00%,
Maokai,1,4.50%,-,1,1,1,0,100.00%,2,4,9,2.75,158,5.7,9.3,337,-,-,68.80%,12.50%,17%,
Fiora,1,4.50%,-,1,1,0,1,0%,1,4,0,0.25,317,9.88,12.2,381,-,-,14.30%,14.30%,21.80%,
Kha'Zix,1,4.50%,-,1,1,0,1,0%,2,1,0,2,178,6.14,9.5,329,-,-,100.00%,100.00%,20.20%,
LeBlanc,1,4.50%,-,1,1,0,1,0%,1,1,2,3,284,9.35,10.4,342,-,-,100.00%,33.30%,22.30%,
Zoe,1,4.50%,-,1,1,0,1,0%,1,4,1,0.5,183,7.32,7.6,306,-,-,100%,50%,20.60%,
Anivia,1,4.50%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taric,1,4.50%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
