Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Zoe,2,6.50%,-,2,2,2,0,100%,3.5,1,9,12.5,283,8.63,13.6,415,19.8k,603,71.40%,20%,21.80%,
Aphelios,2,6.50%,-,2,2,1,1,50%,4,3.5,3.5,2.14,330,9.58,15,436,16.1k,466,71.40%,38.10%,25.40%,
Braum,2,6.50%,-,2,2,1,1,50.00%,0,3.5,8,2.29,44,1.26,7.6,219,4.8k,138,72.70%,0.00%,12.10%,
Neeko,2,6.50%,-,2,1,1,1,50.00%,4.5,3,10.5,5,239.5,7.47,12.2,380,14.7k,459,73.20%,22%,20.70%,
Sivir,2,6.50%,-,2,1,1,1,50.00%,4.5,2.5,6,4.2,433.5,11.19,18.3,474,27k,698,70.00%,30.00%,24.80%,
Cho'Gath,2,6.50%,-,2,2,0,2,0%,1.5,4.5,3.5,1.11,200.5,6.79,9,303,12.9k,438,67%,20.00%,19.60%,
Varus,2,6.50%,1,1,1,0,1,0%,5,2,2,3.5,379,10.57,16.2,451,13.9k,387,87.50%,62.50%,27%,
Annie,1,3.20%,-,1,1,1,0,100.00%,3,2,12,7.5,249,7.19,12.9,373,18k,520,83.30%,16.70%,19.90%,
Jhin,1,3.20%,-,1,1,1,0,100.00%,8,2,6,7,434,10,20.5,473,38.5k,888,82.40%,47.10%,26.50%,
Miss Fortune,1,3.20%,-,1,1,0,1,0.00%,6,2,4,5,414,9.54,18.4,424,24.5k,564,66.70%,40.00%,24.90%,
Rumble,1,3.20%,-,1,1,0,1,0%,1,5,4,1,231,6.91,10.5,314,26.8k,802,71.40%,14%,19.50%,
Urgot,1,3.20%,-,1,1,0,1,0%,2,4,1,0.75,261,7.67,11.6,342,9.8k,289,60%,40%,21.90%,
Shen,1,3.20%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vayne,1,3.20%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
