Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Braum,9,39.10%,-,9,4,3,6,33.30%,0.22,3.56,8.22,2.38,42.11,1.23,8.6,251,-,-,70%,1.90%,14.30%,
Karma,9,39.10%,-,9,3,3,6,33.30%,2.11,2.56,7.33,3.7,78.89,2.22,10.1,285,-,-,78.70%,17.60%,16.60%,
Alistar,7,30.40%,-,7,3,4,3,57%,0.14,2.71,8.71,3.26,39.57,1.16,8.7,255,-,-,67.40%,1.10%,14.10%,
Bard,7,30.40%,1,6,2,2,4,33%,0.83,3.67,8.67,2.59,22.33,0.65,9,262,-,-,68.70%,6.00%,15.00%,
Rek'Sai,7,30.40%,2,5,4,1,4,20.00%,1.2,3.4,9,3,131.6,3.89,10.8,320,-,-,87.90%,10.30%,19.10%,
Zed,7,30.40%,3,4,3,3,1,75.00%,6.75,0.75,5.25,16,283,8.55,14.3,433,-,-,65.80%,37.00%,22.60%,
Lee Sin,6,26.10%,4,2,2,2,0,100.00%,7.5,1.5,10,11.67,146.5,3.87,15,396,-,-,87.50%,37.50%,20.20%,
Twisted Fate,6,26.10%,4,2,2,1,1,50%,4.5,1.5,4.5,6,245.5,8.16,13.2,437,-,-,90%,45.00%,23.80%,
Morgana,5,21.70%,1,4,2,2,2,50.00%,0.25,4,7,1.81,21.75,0.6,9.5,261,-,-,58.00%,2.00%,15.00%,
Tristana,5,21.70%,3,2,1,1,1,50.00%,4,2,2.5,3.25,341,9.54,15.1,421,-,-,72.20%,44.40%,24.90%,
Lulu,4,17.40%,-,4,2,4,0,100.00%,3,0.75,8.25,15,313.75,8.17,15.8,411,-,-,78.90%,21.10%,21.70%,
Jhin,4,17.40%,-,4,3,0,4,0.00%,1.5,4.25,3,1.06,315,8.09,13.6,349,-,-,58.10%,19.40%,22%,
Sivir,4,17.40%,2,2,2,0,2,0.00%,0,3.5,3,0.86,255.5,8.25,10.3,334,-,-,50.00%,0.00%,22%,
LeBlanc,3,13.00%,-,3,2,1,2,33%,2.33,1.67,3.33,3.4,307,8.52,13.2,366,-,-,39.50%,16.30%,21.00%,
Nautilus,3,13.00%,-,3,2,1,2,33%,2.67,4,7,2.42,235.67,6.13,12.8,332,-,-,58.00%,16.00%,19.20%,
Lissandra,3,13.00%,-,3,3,0,3,0.00%,2.67,5,5,1.53,274.67,7.79,12.3,350,-,-,74.20%,25.80%,21.30%,
Ezreal,2,8.70%,-,2,2,0,2,0.00%,2,2.5,1,1.2,269,8.5,11.4,362,-,-,66.70%,44.40%,23.20%,
Orianna,2,8.70%,-,2,2,0,2,0%,0.5,2.5,1,0.6,255.5,8.63,10,338,-,-,60.00%,20.00%,23.10%,
Trundle,2,9%,-,2,2,0,2,0%,0,2.5,1.5,0.6,151.5,4.81,8.7,276,-,-,100.00%,0.00%,18.20%,
Anivia,1,4%,-,1,1,1,0,100%,1,0,8,9,257,8.51,11.9,394,-,-,56.30%,6.30%,20.70%,
Cassiopeia,1,4%,-,1,1,1,0,100.00%,4,4,14,4.5,195,6.79,11.8,411,-,-,86%,19.00%,20.90%,
Vel'Koz,1,4.30%,-,1,1,1,0,100%,3,2,12,7.5,210,7.08,12.4,418,-,-,65%,13%,21.10%,
Gnar,1,4.30%,-,1,1,0,1,0.00%,5,3,3,2.67,206,6.48,11.2,353,-,-,88.90%,56%,22.60%,
Urgot,1,4.30%,-,1,1,0,1,0.00%,3,4,1,1,228,7.68,9.5,320,-,-,80.00%,60.00%,21.50%,
Varus,1,4.30%,-,1,1,0,1,0%,1,4,3,1,254,6.86,11.6,314,-,-,50.00%,12.50%,21%,
