Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Kindred,4,9.50%,-,4,2,2,2,50%,2,2.5,4.5,2.6,218.5,7.28,10.9,362,9.8k,327,70.30%,21.60%,20.80%,
Xayah,4,9.50%,-,4,3,2,2,50%,2.5,1,3.5,6,257.75,9.55,11.5,427,10.9k,405,77.40%,32.30%,24.30%,
Karma,4,9.50%,2,2,2,0,2,0%,1,2.5,3.5,1.8,183.5,6.9,8,302,8.3k,313,64%,14%,19.40%,
Shen,4,9.50%,4,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tahm Kench,3,7.10%,-,3,1,2,1,67%,0.33,2,10,5.17,135.33,4.27,8.6,273,6.4k,202,68.90%,2%,15.20%,
Malphite,3,7.10%,-,3,3,1,2,33%,1.33,2.33,4,2.29,183.33,6.07,9.5,316,9.9k,327,59.30%,14.80%,19.10%,
Kalista,3,7.10%,1,2,2,1,1,50.00%,3.5,1.5,6.5,6.67,306.5,9.73,13.7,434,13k,411,74.10%,25.90%,24.10%,
Bard,2,4.80%,-,2,2,1,1,50.00%,0.5,2,8.5,4.5,49,1.36,8.4,233,5.2k,143,90.00%,5%,13.30%,
Rakan,2,4.80%,-,2,2,1,1,50.00%,0,1.5,8,5.33,39,1.52,6.2,240,2.9k,115,88.90%,0.00%,13.30%,
Fiora,2,4.80%,1,1,1,0,1,0%,0,2,0,0,187,8.12,7.8,337,9k,392,-nan%,-nan%,23.10%,
LeBlanc,2,4.80%,1,1,1,0,1,0%,2,3,4,2,237,8.25,10.2,353,15.9k,552,66.70%,22.20%,22%,
Vayne,2,4.80%,1,1,1,0,1,0.00%,3,7,1,0.57,205,7.51,9.8,358,10k,366,80.00%,60.00%,23.40%,
Blitzcrank,1,2.40%,-,1,1,1,0,100.00%,2,2,7,4.5,37,1.29,7.4,258,3.9k,135,52.90%,11.80%,13.40%,
Kennen,1,2.40%,-,1,1,1,0,100.00%,6,2,5,5.5,234,7.21,12.8,394,18.7k,578,47.80%,26.10%,19.40%,
Sivir,1,2.40%,-,1,1,1,0,100%,6,0,5,11,454,11.37,19.4,487,21.3k,533,61.10%,33%,26.10%,
Cassiopeia,1,2.40%,-,1,1,0,1,0%,2,5,1,0.6,253,8.65,10.8,371,11.2k,384,50%,33%,22.40%,
Ekko,1,2.40%,-,1,1,0,1,0%,2,3,4,2,192,7.46,9,348,10.4k,403,86%,29%,22%,
Janna,1,2.40%,-,1,1,0,1,0%,3,2,5,4,23,0.79,7,243,5.5k,190,67%,25.00%,15.10%,
Karthus,1,2.40%,-,1,1,0,1,0%,2,4,3,1.25,157,6.12,8.3,324,12.1k,471,100.00%,40%,21.70%,
Quinn,1,2.40%,-,1,1,0,1,0%,0,6,1,0.17,236,7.58,10.3,332,14.7k,473,25.00%,0.00%,21%,
Sejuani,1,2.40%,-,1,1,0,1,0%,1,2,4,2.5,167,5.38,9.2,298,7.2k,233,83.30%,16.70%,19.10%,
Taric,1,2.40%,-,1,1,0,1,0%,0,1,4,4,30,0.97,5.9,189,1.9k,60,67%,0.00%,12.20%,
Ashe,1,2.40%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kha'Zix,1,2.40%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nocturne,1,2.40%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Swain,1,2.40%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tristana,1,2.40%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
