Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Aphelios,1,2.10%,-,1,1,1,0,100%,0,1,3,3,388,11.01,16,455,11.6k,328,23%,0.00%,24.10%,
Malzahar,1,2.10%,-,1,1,1,0,100%,0,3,9,3,364,9.69,16.6,442,29.4k,782,81.80%,0%,24.80%,
Skarner,1,2.10%,-,1,1,1,0,100%,0,1,12,12,143,5.35,9.2,344,5.9k,220,66.70%,0.00%,18%,
Alistar,1,2.10%,-,1,1,0,1,0%,0,3,3,1,33,0.87,7.5,199,2.5k,65,50.00%,0.00%,12.30%,
Cassiopeia,1,2.10%,-,1,1,0,1,0%,1,6,4,0.83,294,9.53,11.3,367,10.8k,351,56%,11.10%,22.10%,
Kayn,1,2.10%,-,1,1,0,1,0%,2,6,5,1.17,190,6.1,9.8,316,11.9k,384,100.00%,29%,20.20%,
Kha'Zix,1,2.10%,-,1,1,0,1,0%,2,4,2,1,155,4.71,9,275,13.8k,418,67%,33%,17.80%,
Malphite,1,2.10%,-,1,1,0,1,0%,1,3,2,1,175,7.28,7.7,319,9.7k,405,60%,20%,22.00%,
Nocturne,1,2.10%,-,1,1,0,1,0%,2,7,2,0.57,157,5.18,9,297,6.4k,212,100%,50%,19.00%,
Sejuani,1,2.10%,-,1,1,0,1,0%,0,4,4,1,151,5.09,8.4,282,3.8k,127,80%,0%,17%,
Viktor,1,2.10%,-,1,1,0,1,0%,1,4,2,0.75,299,8.8,12.2,358,16.2k,476,75.00%,25.00%,23.00%,
Wukong,1,2.10%,-,1,1,0,1,0%,2,5,2,0.8,181,6.77,8.9,335,9.9k,370,57%,29%,21.40%,
Zyra,1,2.10%,-,1,1,0,1,0%,0,5,2,0.4,26,0.83,6.2,200,9.9k,316,40.00%,0.00%,13.30%,
Kayle,1,2.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riven,1,2.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
