Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49203374,"Prime Deceptions (Chilling Effect, #2)",Valerie Valdes,"Valdes, Valerie",,"=""0062877259""","=""9780062877253""",0,4.11,Harper Voyager,Paperback,448,2020,2020,,2022/07/05,currently-reading,currently-reading (#29),currently-reading,,,,1,0
25100,"Dream Country (The Sandman, #3)",Neil Gaiman,"Gaiman, Neil","Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson","=""156389226X""","=""9781563892264""",0,4.24,DC Comics,Hardcover,111,1999,1990,,2023/01/20,currently-reading,currently-reading (#28),currently-reading,,,,1,0
36569910,The Book of Hidden Things,Francesco Dimitri,"Dimitri, Francesco",,"=""1785657070""","=""9781785657078""",1,3.46,Titan Books,Paperback,385,2018,2018,2023/01/20,2023/01/01,,,read,,,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",Joost Elffers,"=""0140280197""","=""9780140280197""",2,4.15,Penguin Books,Paperback,452,2000,1998,2023/01/19,2023/01/06,,,read,,,,1,0
61273856,The Curator,Owen King,"King, Owen",,"=""1982196807""","=""9781982196806""",0,3.25,Scribner,Hardcover,480,2023,,,2023/01/19,to-read,to-read (#768),to-read,,,,0,0
65673016,The Adventures of Amina al-Sirafi (Amina al-Sirafi #1),S.A. Chakraborty,"Chakraborty, S.A.","Lameece Issaq, Amin El Gamal","=""""","=""9798212203753""",0,4.44,HarperCollins,Audio CD,,2023,2023,,2023/01/19,to-read,to-read (#767),to-read,,,,0,0
60784306,"The Lies of the Ajungo (Forever Desert, #1)",Moses Ose Utomi,"Utomi, Moses Ose",,"=""1250849063""","=""9781250849069""",0,4.36,Tordotcom,Hardcover,96,2023,2023,,2023/01/19,to-read,to-read (#766),to-read,,,,0,0
60766189,"A Day of Fallen Night (The Roots of Chaos, #0)",Samantha Shannon,"Shannon, Samantha",,"=""1635577926""","=""9781635577921""",0,4.71,Bloomsbury Publishing,Hardcover,880,2023,2023,,2023/01/19,to-read,to-read (#765),to-read,,,,0,0
60784301,"Dead Country (Craft Wars, #1)",Max Gladstone,"Gladstone, Max",,"=""0765395916""","=""9780765395917""",0,4.06,Tordotcom,Paperback,256,2023,2023,,2023/01/19,to-read,to-read (#764),to-read,,,,0,0
55711617,"My Heart Is a Chainsaw (The Lake Witch Trilogy, #1)",Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982137630""","=""9781982137632""",0,3.57,Gallery / Saga Press,Hardcover,405,2021,2021,,2023/01/19,to-read,to-read (#763),to-read,,,,0,0
6050678,"Leviathan (Leviathan, #1)",Scott Westerfeld,"Westerfeld, Scott",Keith Thompson,"=""1416971734""","=""9781416971733""",0,3.91,Simon  Schuster Books for Young Readers,Hardcover,448,2009,2009,,2018/12/03,currently-reading,currently-reading (#27),currently-reading,,,,1,0
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,"=""0765387468""","=""9780765387462""",0,4.33,Tor,Hardcover,624,2017,2017,,2019/09/10,currently-reading,currently-reading (#26),currently-reading,,,,1,0
24180564,"Of Sea and Shadow (The Elder Empire: Sea, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.13,Hidden Gnome Publishing,Kindle Edition,428,2014,2014,,2023/01/17,currently-reading,currently-reading (#25),currently-reading,,,,1,0
60373696,Dark One: Forgotten,Brandon Sanderson,"Sanderson, Brandon",Dan Wells,"=""""","=""""",0,4.09,,Audiobook,,2023,2023,,2023/01/17,to-read,to-read (#762),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday Books,Hardcover,352,2023,2023,,2023/01/17,to-read,to-read (#761),to-read,,,,0,0
61813107,Ascension,Nicholas Binge,"Binge, Nicholas",,"=""0593539583""","=""9780593539583""",0,4.38,Riverhead Books,Hardcover,352,2023,2023,,2023/01/17,to-read,to-read (#760),to-read,,,,0,0
61885085,Witch King,Martha Wells,"Wells, Martha",,"=""1250826799""","=""9781250826794""",0,4.13,Tordotcom,Hardcover,432,2023,2023,,2023/01/17,to-read,to-read (#759),to-read,,,,0,0
61109069,The London Séance Society,Sarah Penner,"Penner, Sarah",,"=""0778387119""","=""9780778387114""",0,3.96,Park Row,Hardcover,352,2023,2023,,2023/01/17,to-read,to-read (#758),to-read,,,,0,0
41223608,Pet Sematary,Stephen King,"King, Stephen",,"=""198211598X""","=""9781982115982""",2,4.04,Gallery Books,Paperback,395,2019,1983,2023/01/11,2022/12/29,,,read,,,,1,0
898232,"Hidden Empire (The Saga of Seven Suns, #1)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""0446610577""","=""9780446610575""",0,3.79,Aspect,Paperback,654,2003,2002,,2023/01/10,to-read,to-read (#757),to-read,,,,0,0
41555951,"Spine of the Dragon (Wake the Dragon, #1)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""1250302102""","=""9781250302106""",0,3.65,Tor Books,Hardcover,528,2019,2019,,2023/01/10,to-read,to-read (#756),to-read,,,,0,0
57693169,"The Starless Crown (Moon Fall, #1)",James Rollins,"Rollins, James",,"=""1250816777""","=""9781250816771""",0,3.82,Tor Books,Hardcover,560,2022,2022,,2023/01/10,to-read,to-read (#755),to-read,,,,0,0
45894059,Good to Go: What the Athlete in All of Us Can Learn from the Strange Science of Recovery,Christie Aschwanden,"Aschwanden, Christie",,"=""0393357716""","=""9780393357714""",0,4.03,W. W. Norton  Company,Paperback,320,2020,2019,,2023/01/09,to-read,to-read (#754),to-read,,,,0,0
56304131,"進撃の巨人 34 [Shingeki no Kyojin 34] (Attack on Titan, #34)",Hajime Isayama,"Isayama, Hajime",諫山創,"=""4065234174""","=""9784065234174""",3,4.49,講談社,Paperback,192,2021,2021,,2023/01/08,,,read,,,,1,0
393146,"The Naming (The Books of Pellinor, #1)",Alison Croggon,"Croggon, Alison",,"=""0763631620""","=""9780763631628""",0,4.02,Candlewick Press,Paperback,492,2006,2002,,2023/01/06,to-read,to-read (#753),to-read,,,,0,0
46039234,"The Dark Tower (The Dark Tower, #7)",Stephen King,"King, Stephen",Michael   Whelan,"=""0743254562""","=""9780743254564""",4,4.27,Scribner,Paperback,864,2017,2004,2020/03/18,2020/03/08,,,read,,,,1,0
12391741,"Song of Susannah (The Dark Tower, #6)",Stephen King,"King, Stephen",,"=""""","=""""",4,3.99,Hodder & Stoughton,Paperback,480,2012,2004,2020/03/02,2020/02/19,,,read,,,,1,0
4978,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,"King, Stephen",Bernie Wrightson,"=""141651693X""","=""9781416516934""",4,4.19,Pocket Books,Mass Market Paperback,931,2006,2003,2019/08/25,2019/08/07,,,read,,,,1,0
29430670,"Wizard and Glass (The Dark Tower, #4)",Stephen King,"King, Stephen",,"=""""","=""""",4,4.25,Scribner,Paperback,893,2016,1997,2019/08/04,2019/07/23,,,read,,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",4,3.93,Plume,Paperback,231,2003,1982,2019/01/09,2018/12/21,,,read,,,,1,0
56750401,"Of Blood and Fire (The Bound and the Broken, #1)",Ryan  Cahill,"Cahill, Ryan",,"=""""","=""""",0,4.19,Ryan Cahill,Kindle Edition,541,2021,2021,,2023/01/06,to-read,to-read (#752),to-read,,,,0,0
20887238,"Traitor's Blade (Greatcoats, #1)",Sebastien de Castell,"Castell, Sebastien de",,"=""""","=""""",0,4.05,Jo Fletcher Books,Kindle Edition,325,2014,2014,,2023/01/05,to-read,to-read (#751),to-read,,,,0,0
35994830,"Kings of Paradise (Ash and Sand, #1)",Richard Nell,"Nell, Richard",,"=""""","=""""",0,4.20,Richard Nell,Kindle Edition,608,2017,2017,,2023/01/05,to-read,to-read (#750),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,,2023/01/05,currently-reading,currently-reading (#24),currently-reading,,,,1,0
33123591,"進撃の巨人 22 [Shingeki no Kyojin 22] (Attack on Titan, #22)",Hajime Isayama,"Isayama, Hajime",Hajime Isayama,"=""4063959090""","=""9784063959093""",4,4.59,講談社,Paperback,192,2017,2017,,2023/01/04,,,read,,,,1,0
60531406,Tress of the Emerald Sea (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""""","=""""",0,4.65,Dragonsteel Entertainment,Kindle Edition,483,2023,2023,,2023/01/01,currently-reading,currently-reading (#23),currently-reading,,,,1,0
43862305,The Factory,Hiroko Oyamada,"Oyamada, Hiroko",David  Boyd,"=""0811228851""","=""9780811228855""",3,3.41,New Directions,Paperback,116,2019,2013,2022/12/31,2022/12/31,,,read,,,,1,0
7247463,"The Doll's House (The Sandman, #2)",Neil Gaiman,"Gaiman, Neil","Mike Dringenberg, Malcolm Jones III, Chris Bachalo, Michael Zulli, Steve Parkhouse, Clive Barker","=""1401227996""","=""9781401227999""",3,4.43,Vertigo,Paperback,232,2012,1990,2022/12/31,2022/12/27,,,read,,,,1,0
55742518,Dim Stars: A Novel of Outer-Space Shenanigans,Brian P. Rubin,"Rubin, Brian P.",,"=""""","=""""",0,4.15,,Kindle Edition,307,2020,,,2022/12/31,to-read,to-read (#749),to-read,,,,0,0
58510873,"Awakening Arte (The Eldest Throne, #1)",Bernie Anés Paz,"Paz, Bernie Anés",,"=""""","=""""",0,4.06,,Kindle Edition,310,2021,,,2022/12/31,to-read,to-read (#748),to-read,,,,0,0
61324650,Soul Relic (Manifestation #1),Samuel  Hinton,"Hinton, Samuel",,"=""""","=""""",0,4.22,CosmicCoding,Kindle Edition,451,2022,2022,,2022/12/31,to-read,to-read (#747),to-read,,,,0,0
60969058,"The Umbral Storm (The Sharded Few, #1)",Alec Hutson,"Hutson, Alec",,"=""""","=""""",0,4.45,Alec Hutson,Kindle Edition,656,2022,2022,,2022/12/31,to-read,to-read (#746),to-read,,,,0,0
13154150,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Hajime Isayama,"Isayama, Hajime",Sheldon Drzka,"=""1612620248""","=""9781612620244""",3,4.47,Kodansha Comics,Paperback,193,2012,2009,2022/12/29,2022/12/30,,,read,,,,1,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",3,4.27,Scribner,Hardcover,626,2021,2021,2022/12/27,2022/12/12,,,read,,,,1,0
60465864,Observer,Robert Lanza,"Lanza, Robert",Nancy Kress,"=""1611883431""","=""9781611883435""",0,4.27,Story Plant,Hardcover,368,2023,2023,,2022/12/27,to-read,to-read (#745),to-read,,,,0,0
60784471,The Terraformers,Annalee Newitz,"Newitz, Annalee",,"=""1250228018""","=""9781250228017""",0,3.63,Tor Books,Hardcover,352,2023,2023,,2022/12/27,to-read,to-read (#744),to-read,,,,0,0
58988177,Musical Revolutions: How the Sounds of the Western World Changed,Stuart Isacoff,"Isacoff, Stuart",,"=""0525658637""","=""9780525658634""",3,3.76,Knopf Publishing Group,Hardcover,320,2022,,2022/12/26,2022/11/07,,,read,,,,1,0
60384067,Eat Your Mind: The Radical Life and Work of Kathy Acker,Jason McBride,"McBride, Jason",,"=""1982117028""","=""9781982117023""",0,4.14,Simon  Schuster,Hardcover,416,2022,2022,,2022/12/25,to-read,to-read (#743),to-read,,,,0,0
58438210,"Flames of Mira (The Rift Walker, #1)",Clay  Harmon,"Harmon, Clay",,"=""1786185415""","=""9781786185419""",0,3.98,Solaris,Hardcover,448,2022,2022,,2022/12/21,to-read,to-read (#742),to-read,,,,0,0
35838138,"The Wolf (Under the Northern Sky, #1)",Leo Carew,"Carew, Leo",,"=""031652137X""","=""9780316521376""",0,3.85,Orbit,Paperback,465,2018,2018,,2022/12/21,to-read,to-read (#741),to-read,,,,0,0
23524779,Guns of the Dawn,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447272676""","=""9780230770034""",0,4.16,Tor UK/Panmacmillan,Paperback,658,2015,2015,,2022/12/21,to-read,to-read (#740),to-read,,,,0,0
11557,Swan Song,Robert McCammon,"McCammon, Robert",Robert R. McCammon,"=""0671741039""","=""9780671741037""",0,4.28,Pocket Books,Mass Market Paperback,956,1987,1987,,2022/12/21,to-read,to-read (#739),to-read,,,,0,0
58451132,Aquanaut: A Life Beneath The Surface – The Inside Story of the Thai Cave Rescue,Rick Stanton,"Stanton, Rick",,"=""""","=""""",0,4.43,,Kindle Edition,,2021,2021,,2022/12/21,to-read,to-read (#738),to-read,,,,0,0
58353189,A Half-Built Garden,Ruthanna Emrys,"Emrys, Ruthanna",,"=""1250210984""","=""9781250210982""",0,3.70,Tordotcom,Hardcover,340,2022,2022,,2022/12/12,to-read,to-read (#737),to-read,,,,0,0
55077658,The Spare Man,Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""1250829151""","=""9781250829153""",0,3.98,Tor Books,Hardcover,368,2022,2022,,2022/12/12,to-read,to-read (#736),to-read,,,,0,0
58520263,Stars and Bones (Continuance #1),Gareth L. Powell,"Powell, Gareth L.",,"=""1789094283""","=""9781789094282""",0,3.70,Titan Books,Paperback,347,2022,2022,,2022/12/12,to-read,to-read (#735),to-read,,,,0,0
56897917,The Transgressionists and Other Disquieting Works: Five Tales of Weird Fiction,Giorgio De Maria,"Maria, Giorgio De",Ramon Glazov,"=""1945863633""","=""9781945863639""",0,4.00,Talos,Paperback,264,2022,2022,,2022/12/12,to-read,to-read (#734),to-read,,,,0,0
60040191,Corpsemouth and Other Autobiographies,John  Langan,"Langan, John",Sarah Langan,"=""1956252010""","=""9781956252019""",0,4.37,Word Horde,Paperback,304,2022,2022,,2022/12/12,to-read,to-read (#733),to-read,,,,0,0
52806923,"Beneath the Rising (Beneath the Rising, #1)",Premee Mohamed,"Mohamed, Premee",,"=""1781087865""","=""9781781087862""",0,3.53,Solaris,Paperback,462,2020,2020,,2022/12/12,to-read,to-read (#732),to-read,,,,0,0
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",3,3.73,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2022/12/10,2022/11/06,,,read,,,,1,0
60177373,Fairy Tale,Stephen King,"King, Stephen",,"=""1668002175""","=""9781668002179""",0,4.20,Scribner,Hardcover,608,2022,2022,,2022/12/08,to-read,to-read (#731),to-read,,,,0,0
7428549,Annabel Scheme (Annabel Scheme),Robin Sloan,"Sloan, Robin",,"=""""","=""""",0,3.83,robinsloan.com,ebook,111,2010,2009,,2022/12/06,to-read,to-read (#730),to-read,,,,0,0
18657790,"Ajax Penumbra 1969 (Mr. Penumbra's 24-Hour Bookstore, #0.5)",Robin Sloan,"Sloan, Robin",,"=""""","=""""",4,3.77,Picador,Paperback,65,2013,2012,2022/12/06,2022/11/30,,,read,,,,1,0
271921,Tihkal: The Continuation,Alexander Shulgin,"Shulgin, Alexander","Ann Shulgin, Daniel M. Perrine","=""0963009699""","=""9780963009692""",0,4.40,Transform Press,Paperback,804,2002,1997,,2022/12/06,to-read,to-read (#729),to-read,,,,0,0
886113,Pihkal: A Chemical Love Story,Alexander Shulgin,"Shulgin, Alexander",Ann Shulgin,"=""0963009605""","=""9780963009609""",0,4.39,Transform Press,Paperback,978,1990,1990,,2022/12/06,to-read,to-read (#728),to-read,,,,0,0
52881954,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",,"=""1839641487""","=""9781839641480""",0,3.84,Flame Tree Publishing,Hardcover,512,2020,1899,,2022/12/05,currently-reading,currently-reading (#22),currently-reading,,,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",1,3.83,Scholastic Press,Kindle Edition,541,2020,2020,2022/12/05,2022/11/20,,,read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",4,4.01,Random House,Paperback,509,2004,2004,2022/11/30,2019/02/24,,,read,,,,1,0
60018635,The Very Secret Society of Irregular Witches,Sangu Mandanna,"Mandanna, Sangu",,"=""059343935X""","=""9780593439357""",0,4.24,Berkley Books,Paperback,336,2022,2022,,2022/11/30,to-read,to-read (#727),to-read,,,,0,0
60054210,"The Librarian of Crooked Lane (Glass Library, #1)",C.J. Archer,"Archer, C.J.",,"=""""","=""""",0,3.98,,Kindle Edition,279,2022,2022,,2022/11/26,to-read,to-read (#726),to-read,,,,0,0
36204075,"The Word Is Murder (Hawthorne and Horowitz Mystery, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062676784""","=""9780062676788""",0,3.93,Harper,Hardcover,400,2018,2017,,2022/11/23,to-read,to-read (#725),to-read,,,,0,0
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765391198""","=""9780765391193""",5,4.51,Tor Books,Hardcover,507,2022,2022,2022/11/22,2021/12/06,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",2,4.07,Scholastic Press,Hardcover,398,2010,2010,2022/11/20,2022/11/11,,,read,,,,1,0
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,"=""0307279464""","=""9780307279460""",3,4.06,Anchor Books,Mass Market Paperback,397,2006,1998,2022/11/11,2018/11/26,,,read,,,,1,0
58146427,We Had to Remove This Post,Hanna Bervoets,"Bervoets, Hanna",Emma Rault,"=""0358622360""","=""9780358622369""",3,3.03,Houghton Mifflin Harcourt,Hardcover,160,2022,2021,2022/11/07,2022/11/03,,,read,,,,1,0
60652997,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313104""","=""9781250313102""",0,4.41,Flatiron Books,Hardcover,496,2023,2023,,2022/11/07,to-read,to-read (#724),to-read,,,,0,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",3,4.31,Scholastic Press,Hardcover,391,2009,2009,2022/11/06,2022/10/03,,,read,,,,1,0
35068534,Monday's Not Coming,Tiffany D. Jackson,"Jackson, Tiffany D.",,"=""0062422693""","=""9780062422699""",0,4.25,Katherine Tegen Books,ebook,448,2018,2018,,2022/11/04,to-read,to-read (#723),to-read,,,,0,0
84573,Frenchman's Creek,Daphne du Maurier,"Maurier, Daphne du",Julie Myerson,"=""1844080412""","=""9781844080410""",0,3.98,Virago,Paperback,260,2003,1941,,2022/11/04,to-read,to-read (#722),to-read,,,,0,0
40701777,"The Trouble with Peace (The Age of Madness, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575095911""","=""9780575095915""",0,4.60,Gollancz,Hardcover,506,2020,2020,,2022/11/04,to-read,to-read (#721),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.37,Atria Books,Hardcover,337,2014,2012,,2022/11/04,to-read,to-read (#720),to-read,,,,0,0
32195233,"The Revolution Will Not Be Civilized (A Practical Guide to Evil, #2)",ErraticErrata,"ErraticErrata, ErraticErrata",,"=""""","=""""",0,4.46,Wordpress,ebook,1014,2015,2015,,2022/11/02,currently-reading,currently-reading (#21),currently-reading,,,,1,0
32195178,"So You Want to Be a Villain? (A Practical Guide to Evil, #1)",ErraticErrata,"ErraticErrata, ErraticErrata",,"=""""","=""""",4,4.32,Wordpress,ebook,477,2015,2015,2022/11/02,2021/05/30,,,read,,,,1,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.04,Knopf,Hardcover,315,2012,2012,,2022/11/01,to-read,to-read (#719),to-read,,,,0,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.30,Beacon Press,Paperback,287,2004,1979,,2022/11/01,to-read,to-read (#718),to-read,,,,0,0
129131,"The State of the Art (Culture, #4)",Iain M. Banks,"Banks, Iain M.",,"=""1597800740""","=""9781597800747""",0,3.84,Night Shade Books (San Francisco),Paperback,188,2007,1991,,2022/11/01,to-read,to-read (#717),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.32,Grand Central Publishing,Kindle Edition,496,2017,2017,,2022/11/01,to-read,to-read (#716),to-read,,,,0,0
63069059,The Dollmakers,Lynn Buchanan,"Buchanan, Lynn",,"=""""","=""""",0,0.0,Harper Voyager,Hardcover,,2024,,,2022/10/31,to-read,to-read (#715),to-read,,,,0,0
93251,The October Country,Ray Bradbury,"Bradbury, Ray",,"=""0380973871""","=""9780380973873""",4,4.13,William Morrow,Hardcover,334,1999,1955,2022/10/30,2022/09/28,,,read,,,,1,0
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564943""","=""9780553564945""",0,4.17,Bantam Spectra,Mass Market Paperback,485,1994,1982,,2022/10/30,to-read,to-read (#714),to-read,,,,0,0
53424496,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",Little Chmura,"=""167991099X""","=""9781679910999""",0,3.74,,Paperback,383,2020,2020,,2022/10/25,to-read,to-read (#713),to-read,,,,0,0
49295293,Persephone Station,Stina Leicht,"Leicht, Stina",,"=""1534414584""","=""9781534414587""",0,3.46,Gallery / Saga Press,Hardcover,512,2021,2021,,2022/10/25,to-read,to-read (#712),to-read,,,,0,0
57789637,"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,"=""0063031302""","=""9780063031302""",0,4.18,Harper Voyager,Hardcover,512,2022,2022,,2022/10/25,to-read,to-read (#711),to-read,,,,0,0
89187,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",0,3.99,Ace Books,Mass Market Paperback,585,2002,2000,,2019/12/13,currently-reading,currently-reading (#20),currently-reading,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",4,3.90,Signet Classics,Paperback,118,2002,1895,2022/10/18,2019/02/24,,,read,,,,1,0
42779064,"Ymir (The Violet Wars, #2)",Rich Larson,"Larson, Rich",,"=""""","=""9780316416573""",3,3.94,Orbit,Paperback,416,2022,2022,2022/10/18,2022/09/19,,,read,,,,1,0
23754,The Sandman Vol. 1: Preludes & Nocturnes,Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo","=""1563892278""","=""9781563892271""",3,4.24,Vertigo,Hardcover,233,1998,1988,2022/10/16,2022/10/07,,,read,,,,1,0
44552037,"A History of What Comes Next (Take Them to the Stars, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1250262062""","=""9781250262066""",5,3.66,Tor.com,Hardcover,304,2021,2021,2022/10/16,2021/01/15,,,read,,,,1,0
17799,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448572""","=""9780099448570""",3,3.87,Vintage,Paperback,190,2006,1992,2022/10/09,2022/10/01,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.32,Scholastic Press,Hardcover,374,2008,2008,2022/10/01,2022/09/19,,,read,,,,1,0
57866482,"Defiance of the Fall (Defiance of the Fall, #1)",TheFirstDefier,"TheFirstDefier, TheFirstDefier",J.F. Brink,"=""""","=""""",0,4.42,Aethon Books,Kindle Edition,685,2021,2021,,2022/09/29,to-read,to-read (#710),to-read,,,,0,0
248596,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",0,3.92,Harper Voyager,Mass Market Paperback,293,1998,1962,,2022/09/28,to-read,to-read (#709),to-read,,,,0,0
60382749,Ruination: A League of Legends Novel,Anthony Reynolds,"Reynolds, Anthony",,"=""031646905X""","=""9780316469050""",0,4.10,Orbit,Hardcover,448,2022,2022,,2022/08/19,currently-reading,currently-reading (#19),currently-reading,,,,1,0
18160177,"The Empire of Time (Roads to Moscow, #1)",David Wingrove,"Wingrove, David",,"=""0091956153""","=""9780091956158""",0,3.70,Del Rey,Paperback,496,2014,,,2022/09/25,to-read,to-read (#708),to-read,,,,0,0
57913,The Illuminatus! Trilogy,Robert Shea,"Shea, Robert",Robert Anton Wilson,"=""0440539811""","=""9780440539810""",0,4.01,Dell,Paperback,805,1983,1975,,2022/09/25,to-read,to-read (#707),to-read,,,,0,0
35603581,Terra Nullius,Claire G. Coleman,"Coleman, Claire G.",,"=""0733638317""","=""9780733638312""",0,3.77,Hachette Australia,Paperback,294,2017,2017,,2022/09/24,to-read,to-read (#706),to-read,,,,0,0
527862,The Acid House,Irvine Welsh,"Welsh, Irvine",,"=""0393312801""","=""9780393312805""",0,3.73,W. W. Norton  Company,Paperback,289,1995,1994,,2022/09/21,to-read,to-read (#705),to-read,,,,0,0
12926063,"Skagboys (Mark Renton, #1)",Irvine Welsh,"Welsh, Irvine",,"=""0224087916""","=""9780224087919""",0,4.02,Jonathan Cape,Paperback,548,2012,2012,,2022/09/21,to-read,to-read (#704),to-read,,,,0,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",2,4.20,Bloomsbury Publishing,Paperback,419,2020,2015,2022/09/19,2022/09/18,,,read,,,,1,0
100191,Sister Alice,Robert Reed,"Reed, Robert",,"=""0765341476""","=""9780765341471""",0,3.77,Tor Books,Paperback,368,2004,2003,,2022/09/16,to-read,to-read (#703),to-read,,,,0,0
59802037,What We Owe the Future,William MacAskill,"MacAskill, William",,"=""1541618629""","=""9781541618626""",0,3.95,Basic Books,Hardcover,335,2022,2022,,2022/09/16,to-read,to-read (#702),to-read,,,,0,0
38769599,"Aching God (Iconoclasts, #1)",Mike Shel,"Shel, Mike",,"=""1985746158""","=""9781985746152""",0,4.19,CreateSpace Independent Publishing Platform,Paperback,602,2018,2018,,2022/09/15,to-read,to-read (#701),to-read,,,,0,0
525304,Star Maker,William Olaf Stapledon,"Stapledon, William Olaf",,"=""""","=""""",0,3.92,Millennium Paperbacks,Paperback,272,1999,1937,,2022/09/15,to-read,to-read (#700),to-read,,,,0,0
612226,Trouble and Her Friends,Melissa Scott,"Scott, Melissa",,"=""0812522133""","=""9780812522136""",0,3.80,Tor Science Fiction,Paperback,379,1995,1994,,2022/09/15,to-read,to-read (#699),to-read,,,,0,0
49838,"Titan (Gaea, #1)",John Varley,"Varley, John",,"=""""","=""""",0,3.95,Ace,Paperback,309,1987,1979,,2022/09/15,to-read,to-read (#698),to-read,,,,0,0
25733442,Version Control,Dexter Palmer,"Palmer, Dexter",,"=""0307907597""","=""9780307907592""",1,3.73,Pantheon,Hardcover,495,2016,2016,2022/09/15,2022/08/12,,,read,,,,1,0
59348054,"Against All Gods (The Age of Bronze, #1)",Miles  Cameron,"Cameron, Miles",,"=""1473232511""","=""9781473232518""",0,4.23,Gollancz,Hardcover,496,2022,2022,,2022/09/14,to-read,to-read (#697),to-read,,,,0,0
