Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Ekko,2,2.20%,-,2,1,2,0,100%,3.5,1,4,7.5,341,9.72,15.9,452,16.4k,468,55.60%,25.90%,23.70%,
Ashe,2,2.20%,-,2,1,1,1,50%,1.5,4,10.5,3,245,8.42,11,377,18.7k,644,75.00%,9.40%,20.90%,
Janna,2,2.20%,-,2,1,1,1,50%,0.5,2,8.5,4.5,37,0.88,10.1,239,5.5k,130,90%,5%,14.00%,
Neeko,2,2.20%,-,2,2,1,1,50%,0.5,4.5,4.5,1.11,156.5,3.92,11.1,278,14.4k,362,43.50%,4.30%,17.10%,
Sivir,2,2.20%,-,2,1,1,1,50%,6.5,3,5.5,4,500,10.33,22.1,457,42.4k,875,77.40%,41.90%,25.90%,
Kennen,2,2.20%,-,2,1,0,2,0%,1.5,2.5,2,1.4,274.5,8.06,12.4,365,10.8k,316,77.80%,33.30%,22.50%,
Ornn,2,2.20%,-,2,1,0,2,0%,0.5,2.5,4,1.8,241.5,6.28,11.7,305,11.7k,305,75.00%,8.30%,19.00%,
Malphite,2,2.20%,1,1,1,1,0,100%,3,0,10,13,207,6.6,11.5,367,8.5k,271,68%,16%,19.50%,
Varus,2,2.20%,1,1,1,1,0,100%,3,3,9,4,284,6.31,15.4,343,40.8k,907,75%,18.80%,20.40%,
Ahri,1,1.10%,-,1,1,1,0,100%,3,3,13,5.33,289,8.28,13.8,397,20.4k,586,76.20%,14.30%,20.50%,
Mordekaiser,1,1.10%,-,1,1,1,0,100%,6,4,7,3.25,285,7.41,16.3,424,22k,571,77%,35%,23.10%,
Rumble,1,1.10%,-,1,1,1,0,100%,3,1,7,10,179,5.99,10,335,18k,601,63%,19%,17.50%,
Veigar,1,1.10%,-,1,1,1,0,100%,3,0,5,8,263,8.83,12.4,415,6.8k,228,61.50%,23.10%,21.70%,
Yasuo,1,1.10%,-,1,1,1,0,100%,3,2,12,7.5,305,9.72,13.6,433,15.9k,507,78.90%,15.80%,23%,
Ivern,1,1.10%,-,1,1,0,1,0%,0,1,10,10,269,5.6,13.9,289,10.2k,213,66.70%,0%,16.80%,
Maokai,1,1.10%,-,1,1,0,1,0%,0,3,2,0.67,48,1.55,6.6,212,9.5k,305,25%,0%,12.50%,
Quinn,1,1.10%,-,1,1,0,1,0%,4,1,5,9,231,7.61,11.6,382,16.1k,529,90%,40%,22.90%,
Rengar,1,1.10%,-,1,1,0,1,0%,0,4,2,0.5,156,5.13,8.1,267,6k,196,50%,0%,18.40%,
Ziggs,1,1.10%,-,1,1,0,1,0%,1,1,2,3,301,9.4,11.7,366,18.1k,565,42.90%,14.30%,23%,
Cassiopeia,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Malzahar,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
