Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Nasus,43,38.40%,6,37,9,19,18,51.40%,0.95,3.3,9.51,3.17,148.14,3.98,9.5,256,-,-,74.70%,6.80%,17.10%,
Malphite,43,38.40%,27,16,6,11,5,68.80%,3,2.44,8.44,4.69,204.94,5.56,11.3,306,-,-,71.80%,18.80%,20.10%,
Rumble,42,37.50%,16,26,8,11,15,42.30%,3.23,3.08,6.58,3.19,184.77,4.94,10.7,286,-,-,69.10%,22.80%,19.40%,
Miss Fortune,39,35%,13,26,6,18,8,69.20%,4.46,1.96,6.27,5.47,258.81,7.48,12.8,371,-,-,74.20%,30.90%,23.60%,
Kha'Zix,37,33.00%,15,22,12,13,9,59.10%,4.55,3.05,5.73,3.37,296.64,7.39,14,350,-,-,66.30%,29.30%,23.40%,
Twitch,36,32.10%,10,26,8,9,17,34.60%,5.23,3.35,5.12,3.09,283.77,7.66,13.3,359,-,-,73.50%,37.20%,24.50%,
Zed,34,30.40%,22,12,7,4,8,33.30%,3.67,3.17,3.83,2.37,233.08,7.1,11.3,345,-,-,61.20%,29.90%,22.70%,
Jayce,31,27.70%,14,17,7,7,10,41.20%,3.76,2.82,4.82,3.04,217.06,6.26,11,316,-,-,76.40%,33.50%,22%,
Singed,31,27.70%,16,15,4,10,5,66.70%,2.33,2.4,6.53,3.69,254.8,6.82,12.1,324,-,-,59%,15.60%,21.00%,
Taric,30,26.80%,8,22,7,12,10,54.50%,0.32,2.82,9.86,3.61,19.73,0.54,7.8,216,-,-,78.00%,2.40%,14.50%,
Alistar,29,25.90%,2,27,8,14,13,52%,0.7,2.15,9.96,4.97,24.44,0.68,8.2,227,-,-,72.90%,4.80%,14.90%,
Karthus,29,25.90%,9,20,7,10,10,50.00%,4.15,4,7.1,2.81,244.9,6.97,12.1,345,-,-,79.20%,29.20%,23%,
Draven,29,25.90%,11,18,4,12,6,67%,5.89,2.17,6.06,5.51,253.33,7.49,13.1,387,-,-,71.40%,35.20%,24.00%,
Gragas,29,26%,15,14,5,7,7,50.00%,3.43,2.5,6,3.77,318.71,8.14,13.9,355,-,-,62.90%,23%,23.40%,
Vayne,28,25.00%,15,13,4,7,6,53.80%,4.54,2.23,4.31,3.97,285.23,7.87,13.4,369,-,-,70.10%,36.00%,24.90%,
Lux,27,24.10%,4,23,7,9,14,39.10%,2.61,1.78,5.83,4.73,264.3,7.35,11.8,328,-,-,75%,23.30%,23.10%,
Ezreal,26,23.20%,-,26,8,12,14,46.20%,4.08,1.92,5.54,5,294.96,7.91,13.6,365,-,-,74.00%,31.40%,24.50%,
Kog'Maw,26,23.20%,3,23,9,10,13,44%,4.04,2.96,5.7,3.29,253.87,7.03,12.4,344,-,-,72.50%,30.10%,23.40%,
Ryze,25,22.30%,5,20,7,11,9,55.00%,3.55,3.2,6.2,3.05,236.9,6.69,11.8,334,-,-,69.60%,25%,22.10%,
Orianna,24,21.40%,3,21,4,11,10,52.40%,2.76,2.76,6.81,3.47,272,7.57,12.3,341,-,-,76.10%,22.00%,22.50%,
Volibear,22,19.60%,6,16,5,9,7,56.30%,2.94,3.63,8.5,3.16,112.19,3.05,9.6,260,-,-,70.90%,18.20%,17%,
Akali,22,19.60%,15,7,3,4,3,57%,4.57,4.14,5.14,2.34,190.14,5.62,10.8,319,-,-,73.90%,34.80%,21.00%,
Tristana,21,18.80%,1,20,8,15,5,75%,5.9,1.7,5.55,6.74,299.05,7.8,14.7,384,-,-,74%,37.90%,24.50%,
Varus,20,17.90%,-,20,6,8,12,40.00%,3.35,2.9,6.2,3.29,287,7.86,13,356,-,-,67.00%,23.50%,23.60%,
Vi,20,17.90%,7,13,4,8,5,61.50%,2.23,3.77,7.77,2.65,169.23,4.63,10.6,289,-,-,72.60%,16.20%,18%,
Cho'Gath,16,14.30%,3,13,5,7,6,53.80%,2.54,2.69,6.23,3.26,163.46,4.49,10.1,277,-,-,70.80%,20.50%,19.00%,
Amumu,15,13.40%,6,9,2,5,4,55.60%,1.22,3.22,12.78,4.34,129.44,3.02,10.9,253,-,-,72.40%,6.30%,16.20%,
Xerath,13,11.60%,7,6,3,4,2,66.70%,4.17,2.67,7,4.19,251.83,6.48,13.1,337,-,-,74.40%,27.80%,22%,
Janna,12,10.70%,1,11,8,4,7,36%,0.55,2.64,9,3.62,64.82,1.79,9,249,-,-,75.50%,4.30%,17.00%,
Katarina,12,10.70%,4,8,6,4,4,50%,5.38,3,6.63,4,244,6.51,13,346,-,-,70.10%,31.40%,22%,
Nunu,12,10.70%,6,6,5,0,6,0.00%,0.5,2.17,5.83,2.92,52.5,1.42,7.9,213,-,-,69.10%,5.50%,16.00%,
Maokai,10,8.90%,3,7,4,3,4,42.90%,1.14,3.14,9,3.23,115.71,3.15,8.5,231,-,-,83.50%,9.40%,16.30%,
Riven,10,8.90%,4,6,3,4,2,67%,5,1.83,6,6,244.33,6.55,13.1,352,-,-,73.30%,33.30%,22.10%,
Hecarim,10,9%,4,6,3,3,3,50%,2,3,7,3,148.33,4.2,9.4,267,-,-,66.70%,14.80%,17.60%,
Zyra,9,8%,1,8,3,6,2,75%,1.5,1.25,9.25,8.6,45.13,1.34,8.7,259,-,-,66.20%,9.20%,16.30%,
Nocturne,9,8%,1,8,5,4,4,50.00%,1.63,1.88,7.38,4.8,142.88,4.18,9.2,269,-,-,66%,11.80%,17.30%,
Olaf,9,8.00%,6,3,3,1,2,33%,1.67,2.67,5.33,2.63,214.67,5.94,10.2,283,-,-,70%,17%,19.60%,
Lee Sin,8,7.10%,-,8,4,4,4,50.00%,1.63,2,7.25,4.44,152.38,4.14,9.5,258,-,-,71.00%,13.00%,17.30%,
Udyr,8,7.10%,1,7,4,2,5,28.60%,2.14,4.14,6.14,2,217.71,5.85,11.1,298,-,-,58.60%,15.20%,19.70%,
Irelia,8,7.10%,5,3,2,2,1,66.70%,3.67,3.67,7.67,3.09,226.67,5.42,12.6,301,-,-,64%,20.80%,19.70%,
Leona,7,6.30%,-,7,4,3,4,42.90%,1.14,2.43,8.43,3.94,27,0.79,7.3,213,-,-,77%,9%,14.70%,
Trundle,7,6.30%,1,6,2,1,5,17%,0.5,2,5.33,2.92,103.83,2.96,7.2,205,-,-,70.00%,6%,15.40%,
LeBlanc,7,6.30%,6,1,1,1,0,100.00%,3,4,4,1.75,31,1,8.5,273,-,-,30.40%,13.00%,15.60%,
Graves,6,5.40%,-,6,3,1,5,17%,3.67,2.17,3.67,3.38,270.5,7.7,11.8,337,-,-,77.20%,38.60%,25.30%,
Fizz,6,5.40%,2,4,3,0,4,0.00%,2.5,4.75,3.5,1.26,221.75,6.23,10.1,283,-,-,54.50%,22.70%,20.60%,
Evelynn,6,5.40%,3,3,2,2,1,66.70%,2.67,5,14,3.33,223,4.74,13.1,279,-,-,80.60%,12.90%,18%,
Syndra,6,5.40%,3,3,2,1,2,33%,3.33,1.67,4.67,4.8,287,8.14,11.5,327,-,-,85.70%,35.70%,24.00%,
Urgot,5,4.50%,1,4,3,2,2,50.00%,3.75,3.25,5.5,2.85,243.25,7.02,11.6,335,-,-,78.70%,32%,23.60%,
Tryndamere,5,4.50%,2,3,2,1,2,33%,4,2.33,2.67,2.86,251.67,8.01,11.2,355,-,-,83.30%,50.00%,24.40%,
Ahri,4,3.60%,-,4,2,1,3,25%,4,2.75,7.75,4.27,222,5.82,12,316,-,-,80%,27%,21.60%,
Corki,4,3.60%,-,4,3,1,3,25%,1.25,1.25,2.25,2.8,217.5,7.24,9.3,309,-,-,56.00%,20.00%,22.30%,
Anivia,4,3.60%,-,4,2,0,4,0.00%,1,2.5,2,1.2,268.25,7.59,10.2,288,-,-,54.50%,18.20%,22.80%,
Vladimir,4,3.60%,1,3,2,2,1,66.70%,3.67,2.67,5.67,3.5,208,5.84,11.7,329,-,-,53.80%,21.20%,21.10%,
Darius,3,2.70%,-,3,1,2,1,67%,8.67,5,7,3.13,235,5.53,14.9,351,-,-,67%,37%,22.50%,
Kassadin,3,2.70%,1,2,2,0,2,0%,0,4,1,0.25,107,4.35,5,201,-,-,50.00%,0.00%,18%,
Ashe,2,1.80%,-,2,1,1,1,50%,3,3,12,5,250.5,6.04,14.3,344,-,-,83.30%,16.70%,22.00%,
Cassiopeia,2,1.80%,-,2,2,1,1,50%,5,5,6,2.2,268,7.34,12.5,342,-,-,66.70%,30.30%,23.20%,
Morgana,2,1.80%,-,2,1,1,1,50%,2.5,2,12.5,7.5,256,5.04,14.2,279,-,-,83.30%,13.90%,19.50%,
Nami,2,1.80%,-,2,2,1,1,50%,1,2.5,13,5.6,21.5,0.67,8,246,-,-,97%,7%,16.10%,
Kennen,2,1.80%,-,2,2,0,2,0%,2,4,2,1,192,6.1,8.6,273,-,-,50.00%,25%,21.50%,
Soraka,2,1.80%,-,2,1,0,2,0%,0,3.5,5.5,1.57,10.5,0.29,7.2,196,-,-,91.70%,0.00%,15.50%,
Annie,1,0.90%,-,1,1,1,0,100%,10,5,14,4.8,191,5.3,14.1,391,-,-,82.80%,34.50%,22.30%,
Veigar,1,0.90%,-,1,1,1,0,100%,5,3,14,6.33,263,5.91,14.7,330,-,-,86.40%,23%,21.30%,
Yorick,1,0.90%,-,1,1,1,0,100%,0,0,5,5,16,0.47,6.3,184,-,-,33.30%,0.00%,12.30%,
Ziggs,1,0.90%,-,1,1,1,0,100%,5,2,14,9.5,250,6.01,14.7,354,-,-,70.40%,19%,19.90%,
Dr. Mundo,1,0.90%,-,1,1,0,1,0%,4,4,10,3.5,104,2.85,9.1,250,-,-,88%,25%,18.10%,
Fiddlesticks,1,0.90%,-,1,1,0,1,0%,0,2,4,2,20,0.57,6.8,192,-,-,80.00%,0.00%,14.30%,
Galio,1,0.90%,-,1,1,0,1,0%,2,5,9,2.2,191,5.24,9.8,269,-,-,68.80%,12.50%,19.50%,
Jax,1,0.90%,-,1,1,0,1,0%,1,5,7,1.6,217,5.06,12.2,285,-,-,57%,7.10%,20.10%,
Nautilus,1,0.90%,-,1,1,0,1,0%,1,3,5,2,75,3.06,5.2,212,-,-,100%,17%,18.70%,
Quinn,1,0.90%,-,1,1,0,1,0%,3,4,1,1,282,8.85,10.6,333,-,-,80.00%,60.00%,27%,
Viktor,1,0.90%,-,1,1,0,1,0%,1,5,5,1.2,160,5.14,8,257,-,-,54.50%,9.10%,20.00%,
Wukong,1,0.90%,-,1,1,0,1,0%,2,5,7,1.8,114,2.59,8.9,202,-,-,81.80%,18.20%,15.30%,
Brand,1,0.90%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
