Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Viego,19,48.70%,3,16,9,4,12,25.00%,3,2.56,3.81,2.66,173.94,5.5,10.5,332,7.8k,246,63.40%,28%,19.40%,
Nautilus,16,41.00%,10,6,5,2,4,33.30%,0.83,2.83,6,2.41,33,1.07,6.8,222,4.1k,132,59.40%,7.20%,12.60%,
Akali,16,41.00%,11,5,5,1,4,20%,2,3.6,1.6,1,224.4,7.82,10,348,13.2k,461,51.40%,28.60%,21.30%,
Rakan,15,38.50%,5,10,7,4,6,40.00%,0.2,2.6,7.5,2.96,40.8,1.26,7.2,223,3.8k,118,73%,2%,12.80%,
Gragas,13,33.30%,3,10,5,6,4,60%,1,2.6,5.4,2.46,218,6.24,11,316,11.9k,341,52.90%,8%,18.10%,
Leona,13,33.30%,3,10,8,6,4,60%,0.4,2.3,6.7,3.09,38.4,1.18,7.5,229,3.3k,102,57.70%,3.30%,12.50%,
Orianna,12,30.80%,6,6,6,1,5,17%,2.5,1.83,3.83,3.45,292.67,9.22,12.4,390,13.7k,430,74.50%,29.40%,23.60%,
Jayce,12,30.80%,9,3,3,1,2,33.30%,3.67,4.67,7,2.29,288.67,8.05,14.4,401,23k,640,82.10%,28.20%,22.60%,
Syndra,11,28.20%,5,6,3,2,4,33.30%,1.67,3.33,3.83,1.65,281.83,8.42,12.2,365,16.5k,493,55.00%,16.70%,22%,
Senna,11,28.20%,8,3,2,2,1,67%,4,0.67,6.67,16,318,9.36,15.2,447,19.9k,586,76.20%,28.60%,23.60%,
Graves,10,25.60%,3,7,4,4,3,57%,3.29,2.57,3.86,2.78,298.43,9.55,13.5,432,18.1k,580,61.00%,28.00%,23.50%,
Gangplank,8,20.50%,5,3,2,2,1,67%,2,4.67,2.33,0.93,241,8.07,13.2,443,16.2k,541,36.10%,16.70%,23.70%,
Olaf,8,20.50%,7,1,1,1,0,100.00%,6,0,8,14,246,7.55,13.7,420,12.9k,396,66.70%,28.60%,20.60%,
Ezreal,7,17.90%,-,7,4,2,5,28.60%,2.43,2.57,2.14,1.78,288.43,9.2,12.5,399,16.8k,535,47.10%,25.00%,23.80%,
Sion,7,17.90%,2,5,4,2,3,40%,2.2,3.2,5.2,2.31,263,7.79,12.5,370,12.3k,366,58.70%,17.50%,21.20%,
Camille,7,17.90%,3,4,2,0,4,0.00%,1.25,3.75,1.25,0.67,210.25,7.21,9.8,336,9k,308,37.00%,18.50%,21.40%,
Jhin,6,15.40%,-,6,3,1,5,16.70%,2.67,2.5,2.83,2.2,261.33,8.87,11.4,386,9.2k,311,66.00%,32.00%,23.20%,
Lux,6,15.40%,1,5,4,3,2,60%,1,2.4,9.4,4.33,70.8,2.13,9,272,10.9k,326,70.30%,6.80%,15.20%,
Varus,6,15.40%,1,5,3,2,3,40.00%,2,3.4,3.8,1.71,297.2,8.93,13,391,17.9k,538,46.80%,16.10%,22.30%,
Vex,6,15.40%,3,3,2,2,1,67%,3.67,2.33,5,3.71,254.33,8.13,11.9,382,14.1k,450,57.80%,24.40%,20.60%,
Trundle,6,15.40%,3,3,2,1,2,33%,1.67,1.33,5.33,5.25,144,4.45,10,309,8.9k,274,70.00%,16.70%,17.80%,
Tryndamere,6,15.40%,3,3,3,1,2,33%,2.33,1.67,3,3.2,272,9.59,11.8,416,8.7k,306,51.60%,22.60%,23%,
Yuumi,6,15.40%,4,2,2,0,2,0.00%,0,3,2.5,0.83,4.5,0.17,5.4,197,5.8k,214,45.50%,0.00%,12%,
Akshan,5,12.80%,1,4,1,2,2,50%,3.5,3,5.25,2.92,249.5,7.59,12.9,392,14k,426,60.30%,24.10%,21.20%,
Tahm Kench,5,12.80%,1,4,2,2,2,50%,0.5,3.5,4.25,1.36,36.5,1.03,7.6,214,4.2k,118,48.70%,5.10%,12.10%,
Poppy,5,12.80%,1,4,3,1,3,25%,1.5,2.25,5.5,3.11,180,5.67,10,314,7.3k,231,67%,14%,18.20%,
Sylas,5,12.80%,2,3,2,2,1,67%,4.67,0.67,5.67,15.5,242.67,7.97,12.1,398,13.6k,448,72.10%,32.60%,21.30%,
Yasuo,5,12.80%,2,3,3,1,2,33%,3.33,3.33,2.33,1.7,286.67,9.64,12.8,430,6.6k,222,65.40%,39%,24.00%,
Kennen,5,12.80%,3,2,2,1,1,50%,2.5,2.5,3.5,2.4,257,7.79,12.2,371,15k,455,42.90%,17.90%,20.40%,
Zoe,4,10.30%,1,3,2,2,1,66.70%,4.67,1.33,6,8,256,7.93,12.7,392,18k,558,82.10%,35.90%,22.60%,
Malphite,4,10.30%,2,2,2,1,1,50.00%,2.5,3.5,5,2.14,214.5,6.69,10.5,327,9.5k,297,60.00%,20%,19.20%,
Hecarim,4,10.30%,2,2,2,0,2,0.00%,1.5,4.5,2.5,0.89,165.5,5.47,9,298,7.1k,235,72.70%,27.30%,18.80%,
Zilean,3,7.70%,-,3,1,3,0,100%,3,0.33,7.33,31,262,8.26,12.5,394,11.9k,375,71%,20.50%,20.80%,
Bard,3,7.70%,-,3,2,2,1,67%,1.33,1.33,5.67,5.25,24,0.78,7.5,243,5.9k,193,72.40%,13.80%,14%,
Gnar,3,7.70%,-,3,2,2,1,66.70%,1.67,2,6,3.83,270.67,7.95,12.9,378,17.3k,508,50.00%,10.90%,20.90%,
Braum,3,7.70%,1,2,1,1,1,50.00%,2,2,6.5,4.25,30.5,1.09,6.8,241,3.3k,117,70.80%,16.70%,14.00%,
Aatrox,2,5.10%,-,2,2,1,1,50.00%,3.5,4.5,3,1.44,276.5,8.52,13.9,430,17.4k,537,52.00%,28.00%,24.30%,
Ryze,2,5.10%,-,2,2,1,1,50%,4,3,5,3,299.5,9.18,13.2,404,13.7k,419,69.20%,30.80%,23.50%,
Ziggs,2,5.10%,1,1,1,1,0,100%,6,1,9,15,329,9.19,18.1,505,34k,950,88%,35%,25.20%,
Rell,2,5.10%,1,1,1,0,1,0%,0,5,2,0.4,30,1.03,5.7,194,3.1k,106,66.70%,0.00%,12%,
Vayne,2,5.10%,1,1,1,0,1,0%,0,5,1,0.2,202,7.6,8.1,305,8.5k,319,100.00%,0.00%,21.20%,
Kalista,1,2.60%,-,1,1,1,0,100%,4,0,7,11,352,11.67,16,531,18.3k,606,73.30%,27%,26.60%,
Lucian,1,2.60%,-,1,1,1,0,100%,6,0,7,13,282,10.35,13.6,499,15.7k,577,76.50%,35.30%,25%,
Malzahar,1,2.60%,-,1,1,1,0,100%,4,1,6,10,230,7.82,12.2,416,16.2k,550,52.60%,21.10%,20.80%,
Pantheon,1,2.60%,-,1,1,1,0,100%,5,4,4,2.25,270,7.96,13.8,408,20.5k,605,47%,26.30%,21.30%,
Rengar,1,2.60%,-,1,1,1,0,100%,4,5,7,2.2,230,7.57,12.4,408,15.4k,506,73.30%,27%,21.20%,
Volibear,1,2.60%,-,1,1,1,0,100%,2,2,4,3,257,8.33,12.5,404,12.2k,395,60.00%,20%,21.90%,
Azir,1,2.60%,-,1,1,0,1,0%,3,3,1,1.33,191,7.85,8.7,356,9.4k,388,57.10%,42.90%,22.80%,
Galio,1,2.60%,-,1,1,0,1,0%,4,2,2,3,174,6.39,9.3,343,7.4k,273,75%,50.00%,22.10%,
Karthus,1,2.60%,-,1,1,0,1,0%,1,2,4,2.5,295,9.91,12.6,423,19.3k,647,45.50%,9.10%,24.00%,
Kog'Maw,1,2.60%,-,1,1,0,1,0%,1,3,1,0.67,175,7.28,7.7,319,10k,415,40.00%,20.00%,21.80%,
Ornn,1,2.60%,-,1,1,0,1,0%,2,3,6,2.67,247,6.9,11.6,324,9.6k,268,66.70%,16.70%,19%,
Udyr,1,2.60%,-,1,1,0,1,0%,1,4,4,1.25,205,6.89,9.8,328,2.8k,95,45.50%,9.10%,18.60%,
Vladimir,1,2.60%,-,1,1,0,1,0%,0,4,1,0.25,237,7.27,9.6,295,8.5k,260,25%,0%,19.80%,
Dr. Mundo,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Irelia,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jax,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kassadin,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sett,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shen,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Talon,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Urgot,1,2.60%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
