Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Brand,11,11.70%,6,5,4,0,5,0%,1.6,2.2,3.4,2.27,282.2,8.11,12,344,-,-,69.40%,22.20%,21.10%,
Olaf,8,8.50%,2,6,3,5,1,83%,2.33,1.83,6,4.55,184.83,5.05,12.3,336,-,-,60%,17%,17.80%,
Fiora,8,8.50%,5,3,2,2,1,67%,2.67,1.67,2.33,3,402.67,10.32,17.3,442,-,-,57.70%,31%,23.90%,
Singed,7,7.40%,3,4,3,2,2,50%,2.25,2,8.25,5.25,220,7.82,10.4,370,-,-,76.40%,16.40%,20.40%,
Viktor,6,6.40%,2,4,1,3,1,75%,3.25,0.75,2,7,425.25,10.56,17.7,440,-,-,77.80%,48.10%,25.20%,
Kennen,6,6.40%,2,4,3,1,3,25%,1.5,2.25,0.75,1,303.5,9.6,11.8,372,-,-,47%,32%,23.10%,
Fizz,6,6.40%,3,3,3,2,1,67%,6.67,4.33,5.33,2.77,311.33,8.42,15.3,413,-,-,78%,44%,22.90%,
Poppy,5,5.30%,1,4,4,2,2,50%,2.75,1.75,4.75,4.29,241.5,7.47,11.9,368,-,-,60.00%,22%,20.80%,
Jax,5,5.30%,3,2,1,1,1,50%,7.5,1,2.5,10,481.5,10.78,21.6,485,-,-,65%,48%,25.80%,
Quinn,4,4.30%,1,3,1,3,0,100%,4,1.67,5.67,5.8,353,10.06,15.4,439,-,-,64%,27%,23%,
Lee Sin,4,4.30%,1,3,3,1,2,33%,2,2.33,4.67,2.86,183,5.21,11.2,320,-,-,59%,18%,18.30%,
Malphite,4,4.30%,2,2,2,1,1,50%,1.5,1,4.5,6,244,8.27,10.5,355,-,-,71%,17.60%,20.20%,
Taric,4,4.30%,4,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kled,3,3.20%,-,3,3,0,3,0%,0.67,3,3.67,1.44,292,9.57,11.3,370,-,-,81.30%,12.50%,23%,
Nautilus,3,3.20%,-,3,3,0,3,0%,1,3.67,3.33,1.18,61.33,2.28,6.1,226,-,-,61.90%,14.30%,14.60%,
Tristana,3,3.20%,-,3,3,0,3,0%,2.67,2,2,2.33,408,11.51,15.4,434,-,-,87.50%,50.00%,28.60%,
Malzahar,3,3.20%,1,2,1,2,0,100%,2.5,3,7,3.17,413,9.77,18.6,441,-,-,73%,19%,22.40%,
Draven,3,3.20%,1,2,1,1,1,50%,1,1,2,3,334,9.7,13.9,403,-,-,54.50%,18%,23.70%,
Yorick,3,3.20%,1,2,1,1,1,50%,1.5,3,0.5,0.67,533,10.96,20.7,425,-,-,36%,27%,24.90%,
Cassiopeia,3,3.20%,2,1,1,1,0,100%,3,1,2,5,245,9.8,11,441,-,-,50%,30%,23%,
Skarner,3,3.20%,2,1,1,1,0,100%,3,3,12,5,220,4.84,15,331,-,-,75%,15.00%,17.30%,
Soraka,3,3.20%,2,1,1,1,0,100%,2,2,14,8,19,0.44,10.9,253,-,-,76.20%,10%,13.10%,
Leona,3,3.20%,2,1,1,0,1,0%,0,5,6,1.2,53,1.76,6.2,207,-,-,66.70%,0.00%,13%,
Ziggs,3,3.20%,2,1,1,0,1,0%,1,1,3,4,427,10.87,15.5,394,-,-,80.00%,20.00%,25.30%,
Lissandra,2,2.10%,-,2,2,2,0,100%,5,2,9,7,287,9.18,13.8,442,-,-,80%,28.60%,21.80%,
Rengar,2,2.10%,-,2,1,1,1,50%,5,3.5,3,2.29,215.5,6.29,12.7,370,-,-,57.10%,36%,20.50%,
Zyra,2,2.10%,-,2,1,1,1,50%,0.5,3.5,7.5,2.29,36.5,0.88,11.4,273,-,-,70%,4%,15.40%,
Jarvan IV,2,2.10%,-,2,2,0,2,0%,1,3,3,1.33,272.5,7.68,11.4,322,-,-,50%,13%,19.80%,
Thresh,2,2.10%,-,2,2,0,2,0%,0.5,4,3.5,1,18,0.53,7.4,220,-,-,42.10%,5.30%,13.20%,
Ahri,2,2.10%,1,1,1,1,0,100%,2,2,1,1.5,473,10.42,19.5,430,-,-,60%,40%,22%,
Aurelion Sol,2,2.10%,1,1,1,1,0,100%,4,3,6,3.33,404,9.49,18.9,445,-,-,66.70%,26.70%,22.40%,
Karma,2,2.10%,1,1,1,1,0,100%,3,2,12,7.5,243,6.5,12.9,344,-,-,75%,15%,18.10%,
Nami,2,2.10%,1,1,1,1,0,100%,0,5,7,1.4,11,0.34,6.8,211,-,-,70.00%,0.00%,11.10%,
Nunu,2,2.10%,1,1,1,1,0,100%,0,4,7,1.75,46,1.18,10.5,271,-,-,46.70%,0.00%,15.10%,
Evelynn,2,2.10%,1,1,1,0,1,0%,1,5,4,1,234,4.74,14.9,301,-,-,83.30%,16.70%,16.80%,
Karthus,2,2.10%,1,1,1,0,1,0%,3,2,4,3.5,291,7.48,13.1,336,-,-,77.80%,33.30%,21.40%,
Kayle,2,2.10%,2,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bard,1,1.10%,-,1,1,1,0,100%,3,2,9,6,37,0.93,10.9,276,-,-,75%,18.80%,13.90%,
Elise,1,1.10%,-,1,1,1,0,100%,2,4,6,2,200,5.54,11.9,329,-,-,61.50%,15.40%,17.50%,
Kha'Zix,1,1.10%,-,1,1,1,0,100%,10,3,6,5.33,238,5.94,16.9,421,-,-,72.70%,45.50%,21.80%,
Zac,1,1.10%,-,1,1,1,0,100%,0,1,15,15,154,4.75,11.1,341,-,-,68.20%,0%,16.60%,
Anivia,1,1.10%,-,1,1,0,1,0%,0,5,4,0.8,397,8.73,15.8,348,-,-,57.10%,0%,21.20%,
Kalista,1,1.10%,-,1,1,0,1,0%,4,2,2,3,371,10.15,15.3,420,-,-,60%,40%,25%,
Caitlyn,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Corki,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ekko,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mordekaiser,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
