Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Olaf,28,20.70%,16,12,7,6,6,50%,4.25,1.5,4.17,5.61,214,6.93,11.8,383,10.1k,328,73.20%,37.00%,21.30%,
Alistar,25,18.50%,7,18,9,9,9,50%,0.61,3.17,8.83,2.98,33.67,0.98,7.5,219,4.1k,118,68.80%,4.50%,12.50%,
Orianna,24,17.80%,12,12,6,9,3,75%,2.08,1.58,7.08,5.79,294.58,8.92,13.3,403,15.6k,472,67.10%,15.20%,22%,
Galio,19,14.10%,5,14,6,8,6,57.10%,1.71,2.07,8.43,4.9,125.43,3.8,9.6,290,8.9k,270,79.80%,13.50%,16%,
Gragas,18,13.30%,3,15,12,7,8,47%,1.47,2.33,6.8,3.54,149.53,4.73,9.5,301,12.3k,389,65.60%,11.60%,17.20%,
Camille,17,12.60%,7,10,7,7,3,70%,4.1,2.5,5.4,3.8,259.8,7.85,13.5,409,14.2k,428,57.90%,25.00%,22.10%,
Azir,16,11.90%,3,13,7,5,8,39%,2.08,1.92,3.92,3.12,287.31,9.07,12.4,391,18.4k,582,67%,23%,23.00%,
Rell,15,11.10%,2,13,5,8,5,62%,0.31,3.15,10,3.27,38.31,1.12,7.9,231,5.2k,151,66.70%,2.00%,12.50%,
Viktor,13,9.60%,7,6,3,5,1,83%,3,1.83,6.17,5,315.5,8.99,14.3,408,22.3k,635,72.40%,24%,22.90%,
Xayah,11,8.10%,2,9,7,4,5,44%,2.78,2.67,5,2.92,306.89,9.73,13.3,421,15.3k,485,68.00%,24.30%,24.20%,
Dr. Mundo,11,8.10%,4,7,5,2,5,28.60%,1.71,2.57,3.14,1.89,249.43,7.85,11.5,361,16.9k,533,59.60%,21.10%,21.80%,
Twisted Fate,11,8.10%,5,6,4,3,3,50.00%,2.5,2.5,7.83,4.13,307.33,8.56,15.7,438,15.9k,442,75.60%,18%,24.00%,
Jinx,8,5.90%,1,7,4,2,5,28.60%,3.43,2.71,1.86,1.95,299.57,9.72,13.3,432,13.9k,452,54.40%,35.30%,25.10%,
Wukong,8,5.90%,2,6,4,2,4,33%,3.17,4.67,3.5,1.43,234.67,6.51,12.5,347,13.2k,365,58%,27.50%,20.80%,
Zoe,8,5.90%,2,6,5,2,4,33%,3.33,4.17,6.17,2.28,266,6.48,13.9,339,25.3k,615,57.60%,20.20%,20%,
Trundle,8,5.90%,2,6,5,0,6,0.00%,1.67,2.5,2.67,1.73,181,5.5,10,302,6.5k,196,74.30%,28.60%,19.00%,
Draven,8,5.90%,4,4,2,3,1,75.00%,4.25,1.75,7.25,6.57,243.25,8.77,13,468,14.3k,514,79.30%,29.30%,24.90%,
Samira,8,5.90%,4,4,2,2,2,50.00%,4.75,3,5.5,3.42,331.5,8.83,15.9,423,17.5k,467,64.10%,29.70%,23.80%,
Sejuani,8,5.90%,4,4,2,2,2,50%,2.75,3,8.25,3.67,185.5,5.83,11,346,10.5k,330,72.10%,18%,19.30%,
Kog'Maw,7,5.20%,-,7,5,4,3,57%,3.14,2.14,3.29,3,276.86,9.08,12.4,406,17.4k,569,54%,27%,23.60%,
Kayn,7,5.20%,2,5,2,2,3,40%,3.4,2.6,5.4,3.38,230.6,6.81,12.3,364,11.9k,351,72.10%,27.90%,21%,
Jhin,6,4.40%,1,5,4,3,2,60%,2.6,2,7,4.8,294.4,8.38,13.5,384,15.8k,450,67.60%,18.30%,21.80%,
Nidalee,6,4.40%,3,3,3,0,3,0%,2.67,2.67,1.67,1.63,188,6.6,10,351,10.7k,376,86.70%,53%,22.30%,
Ornn,5,3.70%,-,5,4,2,3,40%,1.4,3.2,6,2.31,215.2,6.65,10.7,330,12.3k,379,61.70%,11.70%,19%,
Vi,5,3.70%,1,4,1,2,2,50%,2,1.5,7.75,6.5,173.5,5.37,10.5,324,6.5k,203,72.20%,14.80%,18.30%,
Yasuo,5,3.70%,1,4,4,2,2,50%,4.75,3,5.25,3.33,312.25,9.46,14.6,444,12.2k,369,56%,26.80%,24.30%,
Kled,5,3.70%,2,3,1,1,2,33%,1.67,2.33,3.67,2.29,240.67,7.59,11.2,353,11.5k,364,55.20%,17%,20.90%,
Malphite,5,3.70%,3,2,2,1,1,50%,2,1.5,4,4,175.5,7.07,8.6,346,10.3k,417,66.70%,22%,20.30%,
Taric,5,3.70%,5,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cassiopeia,4,3.00%,1,3,3,1,2,33%,2.67,4,2.33,1.25,260,7.91,12,365,15.9k,484,41%,21.60%,21.20%,
Lissandra,4,3.00%,1,3,1,1,2,33%,1.67,3.33,6.33,2.4,274,8.09,12.4,367,16.6k,490,64.90%,13.50%,21.50%,
Rek'Sai,4,3.00%,2,2,1,0,2,0%,1.5,3.5,2.5,1.14,147.5,5.07,8.4,290,5.2k,177,66.70%,25.00%,18.50%,
Kennen,4,3.00%,3,1,1,0,1,0%,2,5,4,1.2,228,7.65,10.1,338,13.7k,458,60%,20%,19.60%,
Aatrox,3,2.20%,-,3,3,2,1,67%,3,3.67,6,2.45,241.67,6.94,12.1,346,18k,517,61.40%,20.50%,19.90%,
Kindred,3,2.20%,-,3,3,1,2,33%,3.33,2.67,3.33,2.5,247.33,7.44,12.3,370,13k,392,69.00%,34.50%,22.00%,
Ashe,3,2.20%,1,2,2,1,1,50%,1.5,2.5,8,3.8,326.5,9.16,15.1,423,16.1k,452,61.30%,9.70%,22.90%,
Graves,3,2.20%,1,2,2,1,1,50%,4.5,1.5,4,5.67,259,6.54,14.7,370,14.2k,357,85.00%,45.00%,22.30%,
Yuumi,3,2.20%,1,2,2,1,1,50%,1.5,2,12.5,7,10,0.27,9,243,12.7k,342,85%,9%,13.20%,
Zac,3,2.20%,1,2,2,1,1,50%,0,2.5,5.5,2.2,203.5,6.27,10.3,318,7.7k,236,69%,0.00%,18.30%,
Ekko,3,2.20%,2,1,1,1,0,100%,4,2,5,4.5,367,9.8,16.9,450,13.1k,349,60.00%,26.70%,24.10%,
Sivir,3,2.20%,2,1,1,1,0,100%,4,2,7,5.5,291,8.99,14.6,450,14.2k,440,58%,21%,23.70%,
Yone,2,1.50%,-,2,2,2,0,100%,5,1,6.5,11.5,326.5,10.68,15.8,517,16.3k,533,64%,28%,25.00%,
Blitzcrank,2,1.50%,-,2,2,1,1,50%,1.5,3,4,1.83,34.5,1.29,6.4,241,4.3k,161,55.00%,15.00%,13.50%,
Karthus,2,1.50%,-,2,2,0,2,0%,0.5,3,2.5,1,207,6.67,9.7,313,15.4k,497,75.00%,12.50%,20%,
Seraphine,2,1.50%,-,2,2,0,2,0%,0,1.5,3,2,108.5,4.1,7,264,6.3k,237,75.00%,0%,16.90%,
Elise,2,1.50%,1,1,1,1,0,100%,2,1,8,10,224,5.98,12.8,340,10.1k,271,67%,13%,18.20%,
Bard,2,1.50%,2,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ahri,1,0.70%,-,1,1,1,0,100%,7,2,9,8,349,9.79,17.6,494,30.7k,862,76%,33%,24.20%,
Caitlyn,1,0.70%,-,1,1,1,0,100%,3,1,5,8,257,10.3,13.2,530,17k,680,57.10%,21.40%,27%,
Kha'Zix,1,0.70%,-,1,1,1,0,100%,10,2,4,7,258,5.95,17.6,405,17.4k,402,82.40%,58.80%,21%,
Swain,1,0.70%,-,1,1,1,0,100%,4,3,9,4.33,166,6.33,10.5,401,15.7k,598,43.30%,13.30%,19.40%,
Vayne,1,0.70%,-,1,1,1,0,100%,8,2,15,11.5,249,8.2,14.8,487,23.3k,767,88.50%,30.80%,22.90%,
Darius,1,0.70%,-,1,1,0,1,0%,1,4,5,1.5,137,5.33,7.6,294,5.6k,216,100%,16.70%,19.60%,
Fiddlesticks,1,0.70%,-,1,1,0,1,0%,2,3,6,2.67,213,6.19,11.3,329,13.6k,396,100%,25%,20%,
Hecarim,1,0.70%,-,1,1,0,1,0%,1,4,8,2.25,210,5.37,11.8,302,16.8k,430,100%,11.10%,19.30%,
Kassadin,1,0.70%,-,1,1,0,1,0%,5,2,2,3.5,285,8.6,13.7,413,17.7k,534,87.50%,62.50%,26.30%,
Lillia,1,0.70%,-,1,1,0,1,0%,4,3,4,2.67,195,5.72,10.7,316,12.9k,379,66.70%,33.30%,19.10%,
Malzahar,1,0.70%,-,1,1,0,1,0%,0,4,3,0.75,171,6.23,7.7,281,10.8k,394,100%,0%,18.70%,
Neeko,1,0.70%,-,1,1,0,1,0%,1,6,3,0.67,274,7.61,11.9,331,18.5k,515,40%,10%,20.90%,
Singed,1,0.70%,-,1,1,0,1,0%,0,3,4,1.33,246,7.67,10,311,13k,405,80%,0%,20.70%,
Soraka,1,0.70%,-,1,1,0,1,0%,0,4,0,0,6,0.27,4.4,193,3.8k,167,-nan%,-nan%,14%,
Fiora,1,0.70%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poppy,1,0.70%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shaco,1,0.70%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taliyah,1,0.70%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Urgot,1,0.70%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
