Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Maokai,2,1.80%,-,2,2,0,2,0%,2.5,3.5,6.5,2.57,109.5,3.22,8,233,-,-,69%,19%,17.30%,
Nidalee,2,1.80%,1,1,1,0,1,0%,3,5,6,1.8,210,6.11,10.4,303,-,-,64.30%,21.40%,20%,
Trundle,2,1.80%,1,1,1,0,1,0%,0,5,5,1,106,2.94,8.1,225,-,-,83.30%,0.00%,16.70%,
Ziggs,2,1.80%,1,1,1,0,1,0%,1,1,1,2,410,8.9,14.9,324,-,-,66.70%,33.30%,27.90%,
Anivia,1,0.90%,-,1,1,0,1,0%,1,5,2,0.6,187,6.65,7.4,263,-,-,60.00%,20.00%,22.70%,
Annie,1,0.90%,-,1,1,0,1,0%,1,4,6,1.75,43,1.79,4.6,191,-,-,88%,13%,15.50%,
Karma,1,0.90%,-,1,1,0,1,0%,1,3,4,1.67,202,6.73,8.4,280,-,-,71.40%,14%,22.10%,
Singed,1,0.90%,-,1,1,0,1,0%,1,8,5,0.75,224,6.52,10.6,308,-,-,42.90%,7.10%,20.70%,
Viktor,1,0.90%,-,1,1,0,1,0%,6,5,9,3,308,6.99,15.7,357,-,-,71.40%,28.60%,23.30%,
Zilean,1,0.90%,-,1,1,0,1,0%,3,3,4,2.33,126,5.24,6.8,283,-,-,87.50%,38%,23.00%,
Miss Fortune,1,0.90%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
