Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Kalista,37,40.20%,21,16,7,9,7,56.30%,3.56,1.56,4,4.84,314.56,9.02,13.8,397,-,-,70.30%,33.10%,24%,
Vi,36,39.10%,4,32,10,23,9,72%,2.63,2.44,7.09,3.99,128.47,3.48,12,325,-,-,64.90%,17.50%,19.00%,
Thresh,34,37%,3,31,10,16,15,51.60%,0.48,3.03,8.81,3.06,35.03,0.92,8.4,220,-,-,73.10%,4%,13.60%,
Lulu,33,35.90%,9,24,15,12,12,50.00%,1.83,2.75,7.21,3.29,229.17,6.11,12,319,-,-,72.80%,14.80%,20.10%,
Gnar,30,32.60%,9,21,12,5,16,23.80%,1.57,2.86,4.62,2.17,235.62,6.34,11.4,308,-,-,69%,17.50%,20.70%,
Lee Sin,26,28.30%,8,18,9,9,9,50.00%,1.72,3.17,7.39,2.88,112.94,2.95,11,288,-,-,69.50%,13.10%,17.90%,
Sejuani,22,23.90%,12,10,7,8,2,80%,1.2,1.8,11.2,6.89,151.3,3.68,12.9,314,-,-,76.10%,7.40%,18.60%,
Sion,21,22.80%,5,16,8,8,8,50%,1.94,2.88,6,2.76,254.19,6.61,12.3,319,-,-,62.90%,15.30%,20.20%,
Hecarim,21,22.80%,12,9,7,4,5,44.40%,2.67,2.67,5,2.88,243.33,6.91,12.1,342,-,-,69.00%,24.00%,21.10%,
Kennen,19,20.70%,7,12,9,5,7,41.70%,2.92,3.5,4.25,2.05,267.92,6.78,13.1,332,-,-,63.70%,25.90%,20.40%,
Leona,16,17.40%,1,15,8,6,9,40%,1,3.6,8.67,2.69,45.93,1.2,8.9,234,-,-,74.00%,7.70%,14.40%,
Xerath,15,16.30%,4,11,6,4,7,36%,2.18,1.64,4.36,4,321.18,8.25,13.6,349,-,-,62%,20.70%,22.40%,
Rengar,14,15.20%,6,8,6,1,7,12.50%,1,3,4.88,1.96,106.63,3.06,9.4,271,-,-,59.50%,10.10%,17.80%,
Lucian,13,14.10%,-,13,7,5,8,38.50%,4.69,2.31,4.31,3.9,353.92,9.21,15.6,405,-,-,71.30%,37.20%,25.50%,
Nunu,13,14.10%,3,10,4,5,5,50.00%,1.4,2.4,10.5,4.96,122.8,3.1,11.6,293,-,-,79.30%,9.30%,18.40%,
Azir,13,14.10%,5,8,3,3,5,37.50%,2.88,4.13,4.13,1.7,311.88,7.6,14.1,344,-,-,74.70%,30.70%,23%,
Jinx,12,13.00%,-,12,5,8,4,66.70%,5.67,2.25,5,4.74,333.17,8.69,16.1,421,-,-,73.60%,39.10%,25%,
Ezreal,11,12.00%,-,11,7,3,8,27%,3.45,2.64,4.45,3,335.09,8.4,14.7,369,-,-,74.40%,32.50%,23.90%,
Tristana,10,10.90%,1,9,5,3,6,33%,4.33,2.56,3.33,3,359.56,9.06,15.8,397,-,-,69.00%,39.00%,25.30%,
Braum,9,9.80%,-,9,4,4,5,44.40%,0.33,2.67,8.44,3.29,48.33,1.3,8.7,235,-,-,83.20%,3.20%,14.40%,
Orianna,9,9.80%,2,7,2,2,5,28.60%,3.29,4.57,5.14,1.84,307.71,8.14,13.8,365,-,-,65.60%,25.60%,23.20%,
Fizz,9,9.80%,4,5,5,3,2,60%,4.6,2.4,4.2,3.67,283.6,6.86,14.6,353,-,-,63.80%,33.30%,21.30%,
Cassiopeia,9,10%,4,5,5,1,4,20%,2.4,2.2,4,2.91,315.4,8.14,13.5,348,-,-,71.10%,26.70%,23.20%,
Gragas,8,9%,1,7,2,2,5,29%,3,2.86,3.14,2.15,182.57,5.03,11,303,-,-,60.60%,29.60%,19.70%,
Renekton,7,8%,-,7,3,4,3,57.10%,2.14,3,8.14,3.43,273.71,7.02,13.5,346,-,-,59%,12.20%,20.60%,
Nami,7,7.60%,1,6,5,4,2,67%,0.5,2.67,9,3.56,12,0.3,9.2,230,-,-,78%,4%,14.30%,
Karthus,7,7.60%,4,3,2,2,1,66.70%,4.67,2.67,7.67,4.63,391.33,10.45,16.2,432,-,-,69.80%,26.40%,24.30%,
Veigar,7,7.60%,5,2,2,2,0,100.00%,1,1,7.5,8.5,13.5,0.39,8.9,259,-,-,58.60%,6.90%,14.10%,
Nautilus,6,6.50%,-,6,3,4,2,67%,1,2.83,11.17,4.29,39.83,1.02,9.1,232,-,-,76.00%,6.30%,14%,
Caitlyn,6,6.50%,-,6,6,3,3,50.00%,3.17,1.83,7.5,5.82,332.33,8.43,15.2,386,-,-,74%,22%,24.00%,
Kog'Maw,6,6.50%,-,6,6,3,3,50%,4.5,2.67,5.33,3.69,292.17,7.58,14,362,-,-,81.90%,38%,23.60%,
Urgot,6,6.50%,3,3,3,2,1,66.70%,3.33,3.67,5,2.27,269.33,7.63,12.7,360,-,-,71.40%,28.60%,21.60%,
Zac,5,5.40%,-,5,2,2,3,40%,1.8,2.6,5,2.62,98.2,2.75,9.7,272,-,-,70.80%,18.80%,17.60%,
Vladimir,5,5.40%,2,3,3,2,1,66.70%,3,3.33,6.33,2.8,342,8.83,14.8,383,-,-,54.90%,17.60%,22.80%,
Vayne,4,4.30%,-,4,2,2,2,50.00%,3.5,1.25,5,6.8,293.5,7.96,13.9,378,-,-,75.60%,31.10%,23%,
Yasuo,4,4.30%,-,4,2,2,2,50%,2.25,3.75,3.5,1.53,325,9.43,13.3,385,-,-,47.90%,18.80%,24.00%,
Alistar,4,4.30%,-,4,2,1,3,25%,0.5,2,6.5,3.5,29.75,0.9,7,210,-,-,71.80%,5.10%,13.70%,
Dr. Mundo,4,4.30%,-,4,4,0,4,0%,0.75,4,0.75,0.38,203,6.07,9.1,271,-,-,28.60%,14.30%,19.10%,
Viktor,4,4.30%,-,4,2,0,4,0%,2,3,4.25,2.08,354.75,9.19,14,363,-,-,74%,24%,24.90%,
Jax,4,4.30%,1,3,2,2,1,67%,4,3,3.67,2.56,237.67,6.55,12.8,354,-,-,52.30%,27.30%,21.50%,
Blitzcrank,4,4.30%,1,3,2,1,2,33.30%,1,3.33,4.67,1.7,30,0.93,7.1,220,-,-,65.40%,11.50%,14.30%,
Cho'Gath,3,3.30%,-,3,3,1,2,33%,3.33,1.67,5.33,5.2,304.33,8.74,13,372,-,-,74.30%,28.60%,23.40%,
Draven,2,2.20%,-,2,2,1,1,50%,3.5,1,2.5,6,256.5,8.21,12.8,408,-,-,80%,47%,26.60%,
Twitch,2,2.20%,-,2,2,0,2,0%,3.5,5,2,1.1,241,6.31,11.8,310,-,-,55.00%,35.00%,23%,
Nocturne,2,2.20%,1,1,1,1,0,100%,1,3,8,3,127,4.09,10.7,345,-,-,56.30%,6.30%,18.50%,
Katarina,1,1.10%,-,1,1,1,0,100%,4,0,7,11,323,7.82,15.9,385,-,-,68.80%,25.00%,22.10%,
Diana,1,1.10%,-,1,1,0,1,0%,2,3,2,1.33,263,7.99,10.6,322,-,-,66.70%,33.30%,24.00%,
Elise,1,1.10%,-,1,1,0,1,0%,1,2,6,3.5,137,3.46,11.4,288,-,-,78%,11%,19.80%,
Fiddlesticks,1,1.10%,-,1,1,0,1,0%,1,3,2,1,88,2.34,8.9,236,-,-,60.00%,20%,17.20%,
Malphite,1,1.10%,-,1,1,0,1,0%,2,4,8,2.5,212,5.33,12.2,307,-,-,71.40%,14.30%,19.50%,
Swain,1,1.10%,-,1,1,0,1,0%,0,5,6,1.2,297,6.3,13.4,284,-,-,54.50%,0.00%,19.50%,
Syndra,1,1.10%,-,1,1,0,1,0%,1,3,0,0.33,250,7.54,10.2,308,-,-,33.30%,33%,22.60%,
Varus,1,1.10%,-,1,1,0,1,0%,2,1,3,5,325,9.55,12.9,379,-,-,100%,40%,26.30%,
Pantheon,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
