Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Shen,4,4.40%,-,4,4,0,4,0%,1.5,2.25,3,2,191.5,5.73,10.2,305,-,-,64.30%,21.40%,19.20%,
Pantheon,3,3.30%,-,3,3,3,0,100%,5.67,1.33,4.67,7.75,178.67,6.34,11.7,415,-,-,52.50%,28.80%,20.10%,
Jax,3,3.30%,-,3,1,2,1,67%,3,4.33,7,2.31,324.67,8.34,15.8,406,-,-,60%,18%,21.40%,
Maokai,3,3.30%,-,3,2,0,3,0%,0.33,4.67,3.33,0.79,164.33,5.17,9,282,-,-,91.70%,8.30%,18.40%,
Anivia,3,3.30%,1,2,2,0,2,0.00%,4,2,4.5,4.25,316.5,9.11,13.6,390,-,-,85.00%,40.00%,24.30%,
Cho'Gath,2,2.20%,-,2,1,2,0,100%,2.5,2.5,7,3.8,215.5,7.24,12.6,424,-,-,54.30%,14.30%,20.30%,
Nunu,2,2.20%,-,2,1,2,0,100%,1.5,1.5,10.5,8,100,3.41,10.5,358,-,-,83%,10%,18.20%,
Rengar,2,2.20%,-,2,2,1,1,50%,1,1,6.5,7.5,102.5,3.38,10.3,341,-,-,65.20%,8.70%,18%,
Yasuo,2,2.20%,-,2,2,1,1,50%,4.5,2.5,5.5,4,262.5,8,13.2,401,-,-,83.30%,37.50%,22.60%,
Miss Fortune,2,2.20%,-,2,2,0,2,0%,3,4.5,1.5,1,214,7.65,9.8,350,-,-,81.80%,54.50%,23.60%,
Tristana,2,2.20%,-,2,2,0,2,0%,3.5,3,2,1.83,327,9.01,14.8,406,-,-,61.10%,38.90%,23.30%,
Olaf,2,2.20%,1,1,1,1,0,100%,4,2,9,6.5,134,3.44,13.9,357,-,-,72%,22%,18.50%,
Draven,2,2.20%,1,1,1,0,1,0%,5,3,10,5,290,7.52,17.1,443,-,-,83.30%,28%,23.60%,
Cassiopeia,1,1.10%,-,1,1,1,0,100%,4,2,5,4.5,479,9.91,20.7,428,-,-,90.00%,40.00%,24.80%,
Rumble,1,1.10%,-,1,1,1,0,100%,1,2,11,6,157,4.89,12.6,393,-,-,85.70%,7.10%,19.70%,
Sejuani,1,1.10%,-,1,1,1,0,100%,2,1,9,11,129,4.51,10.9,381,-,-,55%,10%,18.60%,
Vayne,1,1.10%,-,1,1,1,0,100%,7,2,4,5.5,296,8.68,15.1,443,-,-,73%,47%,21.90%,
Ashe,1,1.10%,-,1,1,0,1,0%,0,4,2,0.5,231,8.02,9.8,340,-,-,40.00%,0%,22.00%,
Evelynn,1,1.10%,-,1,1,0,1,0%,0,2,1,0.5,102,3.06,8.5,255,-,-,50%,0%,16.70%,
Kennen,1,1.10%,-,1,1,0,1,0%,1,1,2,3,305,7.43,12.8,312,-,-,75%,25.00%,20.20%,
Nocturne,1,1.10%,-,1,1,0,1,0%,2,2,2,2,87,3.42,7.9,310,-,-,100%,50%,20.60%,
Rammus,1,1.10%,-,1,1,0,1,0%,1,3,12,4.33,348,7.22,17.7,367,-,-,65%,5.00%,19.60%,
