Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Anivia,1,1.10%,-,1,1,1,0,100%,11,0,9,20,287,10.08,15.4,542,25.6k,898,80%,44.00%,25.20%,
Cassiopeia,1,1.10%,-,1,1,1,0,100%,2,2,5,3.5,300,9.75,13.2,430,17.9k,582,58%,17%,22%,
Dr. Mundo,1,1.10%,-,1,1,1,0,100%,2,0,6,8,267,7.71,13.4,388,8.2k,238,57%,14.30%,19.20%,
Kayn,1,1.10%,-,1,1,1,0,100%,7,1,5,12,232,8.04,12.5,432,12.4k,430,75.00%,43.80%,21.90%,
Nidalee,1,1.10%,-,1,1,1,0,100%,3,2,10,6.5,187,5.64,11.7,352,20.5k,619,68.40%,15.80%,17.70%,
Sett,1,1.10%,-,1,1,1,0,100%,6,2,10,8,197,8.02,12.1,494,16.3k,662,80%,30%,23.00%,
Syndra,1,1.10%,-,1,1,1,0,100%,2,0,5,7,293,10.21,12.9,448,18.1k,630,64%,18%,22.30%,
Tryndamere,1,1.10%,-,1,1,1,0,100%,3,2,3,3,298,9.65,13.8,448,7.5k,242,40%,20%,23.70%,
Kennen,1,1.10%,-,1,1,0,1,0%,1,5,3,0.8,217,7.32,10.5,355,16.4k,552,50%,12.50%,21.80%,
Nocturne,1,1.10%,-,1,1,0,1,0%,3,5,1,0.8,194,6.47,10.5,350,7.7k,257,50%,37.50%,21.50%,
Pyke,1,1.10%,-,1,1,0,1,0%,4,2,5,4.5,42,1.43,8.2,281,5.8k,198,64.30%,28.60%,15.90%,
Rek'Sai,1,1.10%,-,1,1,0,1,0%,5,5,7,2.4,187,5.17,12.2,337,16.7k,463,70.60%,29.40%,18.10%,
Taric,1,1.10%,-,1,1,0,1,0%,2,3,3,1.67,29,1.08,6.3,233,1.1k,43,62.50%,25%,14.20%,
Zac,1,1.10%,-,1,1,0,1,0%,2,2,3,2.5,192,6.66,9.8,340,11k,380,62.50%,25%,20.60%,
Bel'Veth,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Singed,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
