Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Orianna,46,41.10%,6,40,8,16,24,40.00%,2.42,2.2,5.63,3.66,355.98,8.75,14.8,363,-,-,74.90%,22.60%,23.40%,
Shyvana,43,38.40%,6,37,7,25,12,67.60%,1.43,2.11,5.49,3.28,261.7,7.08,12.7,343,-,-,57%,11.80%,20.50%,
Syndra,43,38.40%,18,25,7,14,11,56.00%,4.48,2.4,4.52,3.75,354.52,8.73,16,393,-,-,69.90%,34.80%,23.40%,
Nidalee,42,37.50%,22,20,12,11,9,55%,3.5,1.95,3.85,3.77,313.6,8.04,14.5,371,-,-,58.80%,28.00%,22.50%,
Kayle,41,36.60%,28,13,10,5,8,38.50%,2.46,3.15,4.85,2.32,319.77,8.03,14.1,354,-,-,66.40%,22.40%,22%,
LeBlanc,40,35.70%,28,12,8,6,6,50%,3.42,1.83,3.92,4,268.08,7.42,12.9,358,-,-,65.20%,30.40%,22.10%,
Corki,36,32%,2,34,7,14,20,41.20%,3.71,1.79,4.21,4.41,322.71,8.64,14.3,384,-,-,71.50%,34%,23.50%,
Renekton,36,32.10%,5,31,7,15,16,48.40%,1.71,2.1,5.68,3.52,296.77,7.28,13.9,340,-,-,60.60%,14.00%,20.70%,
Gragas,34,30.40%,10,24,9,10,14,41.70%,2.04,2.29,4.63,2.91,322.29,7.7,14.2,340,-,-,54%,16.60%,21.20%,
Nami,33,29.50%,3,30,9,14,16,46.70%,0.57,2.23,8.53,4.07,16.77,0.39,10.2,239,-,-,79.40%,4.90%,14.90%,
Twisted Fate,33,29.50%,15,18,6,11,7,61%,3.33,2.33,6.33,4.14,329.33,8.64,16.3,427,-,-,73.40%,25.30%,24.70%,
Kha'Zix,24,21.40%,7,17,9,5,12,29.40%,3,2.88,4.24,2.51,198.41,5.22,12.1,318,-,-,70.70%,29%,20.00%,
Rengar,24,21.40%,10,14,8,3,11,21.40%,1.57,3,5.14,2.24,129,3.16,10.1,247,-,-,62.70%,14.70%,16.40%,
Jinx,22,19.60%,1,21,7,8,13,38.10%,4.29,2.24,4.43,3.89,337.43,8.59,15.1,384,-,-,71.20%,35.00%,23.90%,
Nunu,19,17.00%,5,14,5,9,5,64%,0.79,1.71,8.64,5.5,93.79,2.35,10.7,269,-,-,71.70%,6.00%,15.90%,
Dr. Mundo,17,15.20%,-,17,7,7,10,41%,1.35,2.76,4.65,2.17,244.47,6.43,12,316,-,-,60%,13.50%,20.00%,
Zyra,14,12.50%,-,14,6,6,8,42.90%,1.07,3.57,6.36,2.08,34.21,1.02,9,266,-,-,61.90%,8.90%,16.20%,
Irelia,14,12.50%,1,13,6,7,6,53.80%,2.23,3.08,4.23,2.1,281.54,7.08,13.8,348,-,-,61.80%,21.30%,21.20%,
Ryze,14,12.50%,4,10,7,7,3,70.00%,4.1,2.5,6.1,4.08,282.6,7.46,14.3,377,-,-,67.50%,27.20%,21.70%,
Maokai,14,12.50%,5,9,5,6,3,66.70%,2.33,2.89,8.22,3.65,228.33,5.93,12.9,336,-,-,64.20%,14.20%,20%,
Soraka,14,12.50%,10,4,4,3,1,75.00%,1.75,2.25,11.75,6,258.75,6.52,14.2,358,-,-,74.00%,9.60%,20%,
Caitlyn,12,10.70%,1,11,5,7,4,64%,3.27,1.18,4.64,6.69,384.55,9.16,16.7,397,-,-,76.30%,31.60%,23.80%,
Jarvan IV,12,10.70%,1,11,4,3,8,27%,1.09,3.45,7.55,2.5,122.82,3.22,10.1,266,-,-,87.20%,11.00%,17.10%,
Vi,8,7.10%,-,8,4,3,5,37.50%,1.88,3.13,4.25,1.96,126.88,3.78,10,298,-,-,57.00%,17.40%,18.50%,
Xerath,8,7.10%,-,8,4,3,5,37.50%,2,1.38,3.38,3.91,330,8.88,13.3,359,-,-,76.80%,28.60%,23.30%,
Leona,6,5.40%,1,5,3,2,3,40%,0.4,3,4.8,1.73,50.2,1.32,8.3,219,-,-,60.50%,4.70%,14.10%,
Alistar,5,5%,1,4,4,2,2,50%,0,3.25,8.75,2.69,38.5,1.04,8.4,227,-,-,85.40%,0.00%,14.40%,
Ezreal,4,4%,-,4,2,2,2,50%,4.25,1.25,5.5,7.8,324.5,7.83,15.5,374,-,-,83.00%,36.20%,23.20%,
Nocturne,4,4%,-,4,2,2,2,50.00%,1.5,3.75,4.75,1.67,141.5,3.99,10.4,295,-,-,60%,14.30%,18.50%,
Trundle,4,3.60%,-,4,2,2,2,50%,1.5,1.5,6,5,262.75,6.88,13.1,343,-,-,61%,12%,20.40%,
Zilean,4,3.60%,1,3,2,0,3,0.00%,4.33,2.33,3,3.14,351,7.49,15.2,324,-,-,68.80%,40.60%,22.70%,
Sivir,3,2.70%,-,3,1,2,1,66.70%,3,3.67,4,1.91,301.33,9.32,13,401,-,-,65.60%,28.10%,24.50%,
Annie,3,2.70%,1,2,2,1,1,50%,2.5,2.5,6,3.4,122,2.69,12.3,272,-,-,77.30%,22.70%,17%,
Fizz,3,2.70%,1,2,2,0,2,0.00%,2.5,7,1.5,0.57,174,5.67,8.7,282,-,-,80%,50%,21.10%,
Sona,2,1.80%,-,2,1,1,1,50%,1,1,5,6,23.5,0.54,10.7,246,-,-,92.30%,15%,15.30%,
Talon,2,1.80%,-,2,2,1,1,50.00%,6,4.5,6,2.67,324,9.32,14.9,429,-,-,61.50%,30.80%,23.70%,
Ahri,2,1.80%,-,2,1,0,2,0%,3.5,2.5,4,3,300,6.93,13.7,317,-,-,55.60%,25.90%,21.60%,
Pantheon,2,1.80%,-,2,2,0,2,0.00%,2,5,3.5,1.1,199.5,5.07,10.6,269,-,-,68.80%,25.00%,19.90%,
Jayce,2,1.80%,1,1,1,0,1,0.00%,0,2,0,0,239,7.13,9.7,290,-,-,-nan%,-nan%,22%,
Draven,1,0.90%,-,1,1,1,0,100%,4,3,3,2.33,438,9.31,21.5,457,-,-,43.80%,25.00%,25.70%,
Graves,1,0.90%,-,1,1,1,0,100%,5,3,8,4.33,237,7.29,12.9,397,-,-,92.90%,35.70%,22.60%,
Skarner,1,0.90%,-,1,1,1,0,100%,2,3,11,4.33,217,3.79,17.7,309,-,-,65.00%,10.00%,17.70%,
Zed,1,0.90%,-,1,1,1,0,100%,5,2,11,8,212,7.48,12,423,-,-,70%,22%,21.30%,
Karma,1,0.90%,-,1,1,0,1,0%,1,3,1,0.67,22,0.7,6.7,213,-,-,66.70%,33.30%,16.30%,
Karthus,1,0.90%,-,1,1,0,1,0.00%,2,3,0,0.67,263,9.29,9.1,322,-,-,40.00%,40.00%,24.00%,
Lux,1,0.90%,-,1,1,0,1,0%,1,1,2,3,249,7.3,9.9,290,-,-,42.90%,14.30%,21.30%,
Malphite,1,0.90%,-,1,1,0,1,0%,1,4,2,0.75,226,7.97,9,317,-,-,50%,17%,23.20%,
Miss Fortune,1,0.90%,-,1,1,0,1,0%,0,2,7,3.5,268,7.84,10.7,313,-,-,77.80%,0.00%,22%,
Shen,1,0.90%,-,1,1,0,1,0%,0,2,0,0,181,7.39,7,286,-,-,0.00%,0.00%,22.70%,
Vayne,1,0.90%,-,1,1,0,1,0%,5,2,4,4.5,259,7.56,12,350,-,-,69.20%,38.50%,24.60%,
Volibear,1,0.90%,-,1,1,0,1,0%,0,3,3,1,153,3.13,12.1,248,-,-,75.00%,0.00%,17.00%,
Xin Zhao,1,0.90%,-,1,1,0,1,0%,2,3,2,1.33,140,3.48,10.5,261,-,-,80%,40%,19.30%,
